 	hai	già	mangiato	</S>
ì	0.89741495	0.09932360642	0.000303590735	0.0029578067
s	0.86533705	0.131316650473	0.00124047041167	0.00210581539333
e	0.590292416567	0.406470368491	0.00196627943722	0.00127091169111
g	0.464729405422	0.52984118283	0.00438824617907	0.0010411589037
i	0.422827222141	0.56071020761	0.013411097393	0.00305146434123
à	0.144239548214	0.628724922537	0.179857042464	0.0471784824471
f	0.0574697645713	0.476179600846	0.406620537488	0.0597301095157
a	0.0273037174238	0.315829341615	0.560472079163	0.0963948552052
m	0.0107162883413	0.140837913205	0.566055153054	0.282390628402
è	0.0052600951471	0.0709362555017	0.496401194351	0.427402432801
n	0.00612256144903	0.0414268809339	0.649335748117	0.303114794034
a	0.00586592101301	0.0313746475646	0.582513432706	0.380245991111
</S>	0.0030295933015	0.0158999106623	0.374575241353	0.606495245555
