 	Marika	è	che	si	sposa	domani	</S>
M	0.916894785	0.00495490605	0.0104025544	0.0241831088	0.0159793219	0.02007741005	0.0075078865
a	0.611967185	0.00753008705	0.0983012328	0.2058703296	0.0194950776333	0.0415781596833	0.0152578618333
r	0.22529731829	0.00785383097533	0.1235637021	0.261281932533	0.0104214342278	0.0418175215611	0.329764200611
ì	0.0754160923867	0.326916380284	0.0510009115333	0.0979858048443	0.00385146159927	0.0200386958517	0.424790609537
k	0.0253506958989	0.694920773428	0.0798083901778	0.0404560496148	0.00164105650642	0.0153526966152	0.142470279702
a	0.0094342727363	0.793924011143	0.110455998393	0.0232069812049	0.00123783000214	0.0139017939184	0.0478390920907
è	0.0108994465788	0.678236507048	0.142605807798	0.0236967774016	0.0853761647007	0.0423472016861	0.0168380940636
n	0.0109793779596	0.360358954349	0.133799699933	0.0413365214672	0.138521416234	0.308379961895	0.0066240739212
a	0.0087317877532	0.166390370116	0.140058367311	0.138144733822	0.140846076745	0.399362383965	0.00646628117373
r	0.00858594141773	0.085014290372	0.139366123437	0.172095984607	0.137906825582	0.450306767988	0.00672405539124
m	0.00477838147258	0.045515593124	0.202620478812	0.154082411536	0.068623861194	0.429751425463	0.0946278711304
a	0.00240468918586	0.029355433508	0.238732856271	0.172868240512	0.0351125397313	0.234409314621	0.287116947043
s	0.00147758489029	0.011924659936	0.106685818757	0.132820356837	0.0393407032438	0.429986394874	0.277764474348
t	0.00120599902676	0.00477975894533	0.0464233212523	0.0738037282123	0.0297125999813	0.408462249625	0.435612340116
ì	0.00050545041392	0.00186690708511	0.0206274160174	0.0291252426708	0.0260276222271	0.441455817875	0.480391532039
à	0.000212770872973	0.000666127106803	0.00713607560247	0.0158689115569	0.050698747409	0.754306989292	0.17111036578
v	0.00135808398432	0.0030550700107	0.00380257206416	0.011229516519	0.0536802881363	0.864270563097	0.06260391536
v	0.0778410892614	0.0245250536702	0.0240120545547	0.0395757648397	0.0314400903788	0.615254666032	0.187351285453
r	0.15696339642	0.0389981738901	0.0330382938516	0.0484389166132	0.0143935677929	0.248746681677	0.459420975151
i	0.107264713363	0.0232618104134	0.0152954985505	0.0282321478711	0.00957314359763	0.138363349892	0.678009348384
</S>	0.0536964285165	0.0118038798817	0.00860344167525	0.0278184899356	0.0106172697988	0.114277736946	0.773182759192
