 	io	non	so	cosa	è	da	scrivere	</S>
e	0.707877075	0.2393231385	0.002111651	0.00093459285	0.00016114948	0.00054280465	0.0077433543	0.0413062135
v	0.883743525	0.0929135921667	0.00151923819867	0.000570057969333	0.000112517914	0.000472239136667	0.0037511231	0.01691772403
ò	0.647861646667	0.0984741377222	0.235257796432	0.00846200540911	0.00240306634867	0.000314203165556	0.00150646607333	0.00572068855333
e	0.249846775889	0.249276945907	0.372814482144	0.0992111391364	0.0167309947829	0.00376175415519	0.000677019264443	0.00768089286444
n	0.206999993963	0.236730951302	0.314150410715	0.139081333045	0.0574050769276	0.0187098010517	0.00105257342148	0.0258698542881
e	0.184649942654	0.153101859767	0.468469736905	0.0798494593483	0.0660030446425	0.0206055052839	0.00104955623049	0.026270831746
s	0.0683382683513	0.121166329122	0.567852625635	0.0771977231161	0.122119700548	0.029419490028	0.000443190613497	0.0134626178987
s	0.0445006769171	0.0449921919073	0.594198488545	0.125264852705	0.143134554516	0.035201761676	0.000214081683832	0.0124933629662
è	0.0350301377404	0.0225109184691	0.653080162848	0.148680537568	0.105244982505	0.0217271985587	0.000735328893944	0.0129907293221
r	0.0117369088915	0.018453204323	0.678560740949	0.153159559189	0.107296265835	0.0195393991862	0.00105805729131	0.0101958749074
o	0.00397253655483	0.0164087596077	0.64731833365	0.185651313063	0.120983936945	0.0203897130621	0.000573977330437	0.00470140476913
t	0.00163812329928	0.00811005038023	0.58322044455	0.189567531021	0.179239042315	0.0337924666874	0.000308619173479	0.00412367535638
i	0.000927449006427	0.00322200780441	0.54400411485	0.173091507007	0.231847014105	0.0424061612291	0.000260695304493	0.00424103088546
e	0.000402303084476	0.0016220069968	0.367437657283	0.276791569002	0.236895014702	0.0789969904097	0.0182694309915	0.0195850559618
n	0.0231671309372	0.000580481437267	0.150591163761	0.295923223001	0.244765491567	0.152065390137	0.0418015469972	0.0911056143206
a	0.0308001809457	0.000314245102089	0.102277063587	0.185898971	0.348363980522	0.195364590046	0.0322502044991	0.10473081244
g	0.0215639229486	0.000225419990196	0.0873381421957	0.153933553667	0.431454226841	0.229248260015	0.0200458199997	0.05619067648
r	0.115719990983	0.000111112318232	0.0577140860652	0.109438837889	0.387631935614	0.279729686672	0.0153442682466	0.03431006216
à	0.135913158718	8.55640870773e-05	0.0340836303884	0.0499787409963	0.227086885771	0.206788458224	0.313416169662	0.0326473560533
s	0.0455367549527	0.000281627564692	0.0538797274961	0.117943842032	0.171027269157	0.130980725408	0.425699954554	0.0546500486844
s	0.0317737866409	0.000754166854897	0.0622904756654	0.147230170677	0.198030883052	0.334978751803	0.155931427718	0.0690103162281
o	0.0270188686093	0.000676990959799	0.0227162945518	0.0560373293423	0.115591420017	0.357125091268	0.106326267439	0.314507775409
</S>	0.0135309518981	0.000341904242149	0.0114251765209	0.0281690183461	0.0612107735085	0.198490121634	0.133109053719	0.553723062705
