 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.74536847	0.1964995725	0.001508872335	0.012829840047	0.00505537169	0.0057275855	0.00403589905	0.02897430975
u	0.436354735333	0.394555864167	0.00696718201167	0.0144819816823	0.00518464962	0.00433527249667	0.001573411618	0.136546876583
à	0.151169809111	0.552753921389	0.120615810671	0.0135994708941	0.00264498096333	0.00181489994889	0.000554423347333	0.156846673361
i	0.054290594337	0.557546720463	0.23827232689	0.0482582346314	0.0115861623544	0.0138657274363	0.00102877128911	0.0751514689537
m	0.033741220079	0.657246170154	0.168868559297	0.0594348615438	0.0156581514515	0.0188958178121	0.0011759714097	0.0449792789846
è	0.0262942656497	0.730534606718	0.178487633432	0.0329677885146	0.0071141976905	0.00761767840403	0.000409984903567	0.0165738383282
r	0.0159090228399	0.705531248906	0.217330954477	0.0450313358382	0.0055452111035	0.00345050243468	0.000173351338189	0.00702834903373
i	0.0125240012966	0.518934802969	0.247679331492	0.203462631946	0.0117129210345	0.00272606941156	0.000101608266063	0.00285862590224
n	0.00584844644887	0.214545651656	0.519995167164	0.244779182982	0.0114655551115	0.00178771950385	5.34510256877e-05	0.00152483040075
g	0.021270241483	0.0868921762187	0.616040662388	0.268121799994	0.00581521240383	0.000905775931283	2.96939488959e-05	0.00092442770025
h	0.035188532161	0.0319883516062	0.615421627463	0.310834556665	0.00341907313461	0.000526245150428	3.6666707632e-05	0.00258493933342
ì	0.0234070127203	0.0121511319687	0.577880532488	0.189304298888	0.0047426077782	0.00711735339348	0.00346132762054	0.181935738111
z	0.0133776312401	0.0151477085562	0.422510780829	0.242777709629	0.0395048615927	0.0203987187978	0.00623973454018	0.24004284717
i	0.00899452271337	0.0171528321854	0.30148025361	0.344477089876	0.147954060531	0.0832220329326	0.00509225118006	0.0916269515233
n	0.0117940638711	0.0274353657285	0.25923939787	0.368456546625	0.184886746844	0.100177858644	0.00482754639335	0.0431824607078
a	0.0124879802104	0.0293528454762	0.21449007929	0.279844022208	0.196480222281	0.238657887215	0.00824045946445	0.0204464844359
v	0.0262406573235	0.0519678120587	0.111197609763	0.204473710736	0.269268374094	0.307269172405	0.0164941844882	0.0130884541453
o	0.0307908751422	0.0592175407196	0.0740840569877	0.163230766245	0.258484871365	0.379676544135	0.0229214504961	0.0115938810484
r	0.0250435077484	0.121578903607	0.0359734973959	0.103556338082	0.255548647122	0.414177461378	0.032992649832	0.0111289896828
à	0.0239428098495	0.141848462726	0.022548519182	0.0779670657707	0.193530113541	0.282760950459	0.163915167944	0.0934868902276
s	0.0119054222165	0.135217092432	0.00879508967733	0.0437611256669	0.17539540568	0.236107251486	0.268453215981	0.120365390309
o	0.0070704502675	0.133056444071	0.00431136746578	0.0325408803556	0.171282861227	0.369624858495	0.21041554866	0.071697597003
m	0.00237156638183	0.045052468617	0.00166122871859	0.0114642161185	0.100055134742	0.599229406165	0.14580430422	0.0943616723343
e	0.000800224423033	0.015665166649	0.000681081906197	0.0042883012895	0.073812951914	0.573640498722	0.186085486073	0.145026274111
o	0.000266991672451	0.00526024085967	0.000272805618732	0.0016204940765	0.0284741523713	0.403789662907	0.397159328691	0.163156324704
t	0.00175775122383	0.0267677904866	0.00720998174624	0.0098601599555	0.0322150205238	0.248954317636	0.561411109564	0.111823874901
s	0.00880705474128	0.0372002524955	0.0112947581487	0.0213749759852	0.0582233635079	0.407432649212	0.397153999855	0.0585129156337
o	0.00948865746473	0.0156763073413	0.00556435324553	0.0159709970231	0.0452508822146	0.411466486071	0.214762583285	0.281819679211
m	0.00318498884588	0.00561776158993	0.00186495986881	0.00536138139237	0.0155152330835	0.156623026024	0.352189597762	0.459643009737
ì	0.00205516162196	0.00230836990331	0.00063095815117	0.00182259819556	0.00560649986917	0.0694131436747	0.380363359254	0.537799929912
</S>	0.00248530311098	0.00122012856165	0.000315948631435	0.00091174965993	0.00281644124659	0.0382190328374	0.270654944627	0.683376514956
