 	ora	ho	finito	di	scrivere	</S>
à	0.956367555	0.0198980485	0.003160933125	0.00042209417	0.00061233589	0.01953900465
r	0.649542533333	0.337085511167	0.004065443375	0.00218840360333	0.000420974751667	0.00669709100333
t	0.222235191661	0.599864800389	0.164804556792	0.00599948953444	0.000320596302222	0.00677533302111
e	0.076603270437	0.67496240013	0.234303289931	0.00689133594481	0.000356054087407	0.00688366260704
s	0.0280354376957	0.78158676671	0.140585110977	0.0447861240816	0.000406249359136	0.00460033066901
p	0.0109030070152	0.640604932237	0.263697826992	0.0748644063605	0.000356579376379	0.00957323175634
ì	0.00547141820507	0.522761437412	0.337261728997	0.118970128787	0.00302626286213	0.0125090365854
c	0.00565291203502	0.532342079137	0.210929966332	0.213108196262	0.027820495954	0.0101463966285
c	0.00661875887834	0.370795730379	0.0932241367773	0.218109835421	0.239365895318	0.0718856883095
e	0.00361530262611	0.13868573246	0.121649953592	0.277291011807	0.305315256106	0.15344275277
t	0.0023125870087	0.0547912644867	0.345830701197	0.351789677269	0.121973259202	0.123302475923
s	0.00185446690957	0.0223561326289	0.506627617066	0.36337907909	0.0415901192007	0.0641925483077
a	0.000712561107523	0.00926587159297	0.360094437355	0.464546706363	0.0209361797002	0.144444230769
t	0.000399639133508	0.00364943404766	0.213210334118	0.427724688788	0.0566080499001	0.29840786359
s	0.000356111644503	0.00214272731589	0.202265698039	0.478977112929	0.0620825345667	0.254175816863
e	0.000200021602501	0.00121269838096	0.124049252013	0.499671790976	0.0494656927889	0.325400547954
g	0.000112355011834	0.000635780055987	0.0439445567377	0.255469307992	0.22683601093	0.473002005985
r	0.00296270882728	0.002233448372	0.0274596156459	0.389659636997	0.258284067343	0.319400545328
à	0.00444589980909	0.0025434641429	0.0210329392636	0.422517762332	0.406531526148	0.142928424109
t	0.00298702780303	0.0708478763999	0.0282209971362	0.241508894111	0.531087602049	0.125347603703
s	0.010428740601	0.0954158481333	0.0325465438787	0.211311994704	0.25459711555	0.395699761234
i	0.0120189231217	0.0336092105856	0.0127985381822	0.102861765768	0.141923613383	0.696787960411
</S>	0.00606874494285	0.0168072331045	0.0064062571751	0.053017324184	0.153710951692	0.763989510205
