 	devo	pulire	l	albero	</S>
è	0.41311425	0.21862041635	0.0060723635	0.007763538055	0.3544294391
n	0.3949549	0.34635682545	0.130455053833	0.00455747772167	0.123675731767
a	0.202868486667	0.56757579515	0.179097533278	0.00393792964056	0.0465202604223
k	0.0900284622223	0.657341798383	0.232031233093	0.00474339361352	0.0158551472408
a	0.0540460557408	0.606070799461	0.324239827698	0.00928375253784	0.0063596146136
t	0.0221394895469	0.62941894982	0.326236225899	0.0181909715126	0.00401442140453
à	0.00796786675897	0.42797353994	0.4753321653	0.0783440455042	0.0103823927348
r	0.00470895062966	0.31038165998	0.546190361767	0.124964585168	0.0137544090449
o	0.00370438276989	0.23936883006	0.536348093922	0.205436985056	0.015141686815
t	0.00148062513663	0.0989486760867	0.567609464641	0.314536235019	0.0174250022717
o	0.00068010841221	0.0523976266956	0.619477221547	0.293611741673	0.0338333120906
n	0.00032106185327	0.0183677919552	0.458432133849	0.487331250558	0.0355477460969
à	0.000114527926623	0.00640015327631	0.16849334645	0.804794550186	0.0201973644323
r	0.000185440288541	0.00713141332668	0.111303837317	0.861692636729	0.0196865951441
b	0.000673603169514	0.00841653017556	0.123548107106	0.82236689891	0.044994800048
u	0.000719421929838	0.00384724094678	0.0754634227687	0.821108466303	0.0988614233493
r	0.000266244053446	0.00142791755052	0.0289166153229	0.882850038768	0.0865391751164
o	9.22469056487e-05	0.000625687335507	0.0141863191076	0.669945756256	0.315149979039
</S>	4.91710293244e-05	0.000319243775753	0.0083564775538	0.408987668128	0.58228743952
