 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.37530435	0.19290887348	0.0084699165	0.0859093703	0.219883346035	0.0839440395501	0.033580107
n	0.407187086667	0.282825657827	0.155973215833	0.0328908283	0.073900316435	0.0279868784595	0.0192359793333
a	0.221138054056	0.489658585942	0.226396476611	0.0153879257333	0.0257124908783	0.00933278931255	0.0123736155111
v	0.085984649852	0.549374425314	0.337667610204	0.0093881762111	0.00934694165943	0.0031146149409	0.0051235725037
o	0.0413109988507	0.281465693438	0.647965736735	0.0178760414037	0.00691444191981	0.00104265537263	0.00342442050123
r	0.0157242061269	0.314766786146	0.641883332245	0.0183910318012	0.00606413794994	0.000348851312777	0.00282163280041
à	0.0056466806123	0.309371568715	0.383314007415	0.0731257019337	0.125002351627	0.000901801920492	0.1026379095
s	0.00266758769743	0.138385682905	0.400167569138	0.151554423978	0.170278060542	0.0012715938635	0.135675082667
o	0.00162857372248	0.0804043725317	0.469220813046	0.264601874659	0.134297026847	0.000707961011167	0.0491393755557
o	0.000589928874593	0.0268576663906	0.263523051149	0.295268381553	0.372522855616	0.00157664773706	0.0396614863519
s	0.000327955185298	0.0191810961135	0.105789726183	0.348753360518	0.424666748539	0.00482945404569	0.0964516781173
s	0.0021767869451	0.0183032113712	0.333258637728	0.347591803506	0.190778372846	0.0047691892419	0.103122051706
o	0.0026626324671	0.0078076794906	0.392985269156	0.160405556502	0.140670214282	0.00712556697397	0.288343126235
m	0.000892736866267	0.0027971046304	0.132077223165	0.205940107501	0.160167551427	0.0305267869913	0.467598508745
ì	0.000346587607256	0.00112634365187	0.045111834655	0.222719856834	0.114738867142	0.12210687233	0.493849649582
k	0.000171558720752	0.000672153159023	0.0158899931517	0.128765253278	0.341540252381	0.13181735711	0.381143404527
a	6.91605601707e-05	0.000522119987474	0.00605529706723	0.100671227759	0.591529264127	0.107524628703	0.193628269509
m	2.33781744222e-05	0.000180350689458	0.00221500839574	0.088924299253	0.546578958042	0.163293432901	0.198784529836
è	8.39377415273e-06	6.48290922127e-05	0.000825423856813	0.071484325351	0.339576349347	0.3671070443	0.220933599945
r	6.01925428424e-06	0.000156203367298	0.000564247020504	0.046540590717	0.355779376449	0.438648114767	0.158305446782
i	4.93392399475e-06	0.000187196519299	0.000483967887835	0.0383320865057	0.397959715483	0.308259491589	0.254772609061
</S>	2.91316134738e-06	9.44241049495e-05	0.000255122915417	0.0197084426528	0.258443892742	0.293144225795	0.42835098953
