 	li	vestono	i	genitori	</S>
t	0.9504123	0.001364430185	0.0043492163	0.000219571535	0.043654587
u	0.859414683333	0.0901979732617	0.0269109044333	0.000443329395	0.0230331776667
s	0.522664771111	0.161153174421	0.0975151348111	0.140567533365	0.0780994065556
i	0.369032483704	0.23405015814	0.12038462827	0.187335187188	0.0891975820185
n	0.294515096495	0.432838376047	0.0680838424233	0.116678965129	0.0878837638395
d	0.102281060758	0.689203558682	0.0280250192078	0.0928587772663	0.0876316698798
ì	0.038243364286	0.560527980694	0.336027961803	0.0336657973121	0.0315349632266
n	0.0207673187953	0.457240408031	0.466833787268	0.040466927104	0.0146915737422
n	0.326444419598	0.434605322677	0.191241033089	0.0403715400013	0.00733768950073
o	0.420446222079	0.159509159659	0.397760691696	0.0163425849004	0.00594132442024
n	0.140310041113	0.102529658653	0.507608443899	0.189938134233	0.0596137324734
e	0.0470567803777	0.0839695682177	0.521274087966	0.269723016411	0.0779765624911
i	0.0158175402742	0.0288683433426	0.770460325989	0.14424669047	0.0406071271637
g	0.0052987429197	0.00993531225087	0.63474986533	0.292168646823	0.0578474537212
e	0.00186043375657	0.00370664306362	0.494827848443	0.420057105608	0.0795479579071
n	0.00069481762219	0.00157214648454	0.363872427548	0.578698011869	0.0551625865024
i	0.000321249767397	0.00089319613818	0.215131780583	0.68742526729	0.0962284893675
t	0.000200434533466	0.000714021072727	0.165222349694	0.72392024243	0.109942939122
ò	0.000160580995489	0.000513006707996	0.144089249398	0.787681934143	0.0675552090407
r	0.00872135503183	0.00125915818642	0.175315846466	0.750219364714	0.0644842676802
i	0.0115442814439	0.00150973372537	0.112393238822	0.673465864905	0.20108688056
</S>	0.00585130937195	0.000757892857535	0.078729444411	0.564094447453	0.35056689028
