 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.920874985	0.0264696475	0.0048801119	0.000252458601	0.0005888865175	0.0007981067723	0.046135807655
ì	0.920653551667	0.0485646201667	0.0135304411333	0.00122056058767	0.000288992990833	0.00026639773072	0.0154754085117
s	0.929957933889	0.0492129250609	0.0138017896775	0.00154001153022	0.000174313956944	8.89324595833e-05	0.00522407739575
i	0.698039717963	0.278806445026	0.0186727401923	0.00231645051107	0.000161953432315	2.99067684844e-05	0.00197277993377
f	0.620002119321	0.355431327502	0.0203735680141	0.00270092264369	0.000381044254105	2.37802638615e-05	0.00108720367792
a	0.541729787874	0.383699598327	0.0583359786214	0.0141279516879	0.00139763560137	2.47589096205e-05	0.000684284365973
m	0.486329820725	0.404049054442	0.0847526285405	0.018240657896	0.00481286453379	0.000880904008207	0.000934139495324
ì	0.465410313546	0.446424496481	0.0676318935135	0.012862478632	0.00546755577793	0.0011739473574	0.00102942012844
g	0.47386355782	0.45269646966	0.0495194799378	0.016556671544	0.00570013285931	0.00116312954047	0.000500605096147
l	0.663943712607	0.279210747387	0.0296799147459	0.013064939948	0.00765832861977	0.00118111329682	0.00526122845538
i	0.408610674906	0.422517835796	0.130855029249	0.0200927320827	0.00776837187326	0.000456506463607	0.00969882715179
a	0.137214423605	0.413846188599	0.34690842975	0.0716609133609	0.0157374492911	0.000872920769202	0.0137596392173
e	0.0482621145683	0.236969809533	0.47305560325	0.160122454454	0.0628617014304	0.00431047882307	0.0144178130724
n	0.0264588366228	0.110297244044	0.33469902775	0.245181928151	0.222116870477	0.022777045941	0.0384690246908
è	0.0176653398656	0.0557529922147	0.157054775917	0.39602349605	0.275113100159	0.052224079647	0.0461661804636
c	0.00819699077987	0.0585352974049	0.283716968639	0.401511672017	0.163215163386	0.0652876598823	0.0195362452545
h	0.00708152162662	0.0506493254683	0.308502707213	0.323969097339	0.196989381129	0.0573185566274	0.0554894346182
i	0.00440443095547	0.0323296448228	0.219063833404	0.370270782446	0.236765300376	0.0580726405425	0.0790934005394
n	0.00158678585176	0.0170743256643	0.175099691135	0.360287554149	0.279151193459	0.125897301848	0.0409031522798
a	0.000648629122587	0.00652912844477	0.0663576043783	0.33679761805	0.335731384486	0.226658050616	0.0272775705266
f	0.000464479659529	0.00306223174826	0.0301250702594	0.256032456017	0.263893934829	0.423737823539	0.0226839918089
à	0.000403151202443	0.00143476421609	0.0106567838865	0.118564237672	0.14565857671	0.70364004118	0.0196424332363
i	0.000136448868648	0.00127496150536	0.0200254326288	0.067725888224	0.0795258873367	0.76149163706	0.0698197620788
</S>	6.8729812174e-05	0.00134202510268	0.0341840948144	0.071559369112	0.0846665986683	0.69561680353	0.112562411039
