 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a	0.71812603	0.2088196079	0.0112105093	0.0067071697	0.0002787923	0.00821653633	0.016652782125	0.0056382389875	0.0243503538
n	0.426574879833	0.2275927733	0.239409617767	0.0163236360333	0.00540439973333	0.00666409866333	0.00788335759167	0.0021552592875	0.0679919831333
ì	0.143391349658	0.410051048433	0.326948606922	0.0180809165444	0.00753732757778	0.00592951945111	0.00486823538322	0.0009899409289	0.0822030114211
c	0.050204913766	0.543240982811	0.137775867641	0.120684060048	0.00990129985926	0.0620770583804	0.0478172291804	0.000751292109367	0.0275472688004
h	0.0273271965887	0.58978711427	0.0648572568803	0.154865939416	0.0103062538031	0.0807948536968	0.0621333223221	0.000671285774876	0.00925678432013
e	0.0178804966962	0.727068391423	0.10959527896	0.0845334325387	0.00862777078437	0.0276894707023	0.0207736158427	0.000225256753379	0.00360627267671
t	0.0064863130754	0.507001727141	0.33592751632	0.0895413955129	0.0290546805948	0.0179408981341	0.0119599470876	0.000169104931126	0.0019183819789
o	0.00242778175847	0.230718115714	0.61929310544	0.085263363171	0.0366552048649	0.015273866878	0.00918267727587	0.000157700471375	0.00102813267297
r	0.00097116130349	0.0935470585713	0.54454194848	0.0592354683903	0.287296452955	0.007895839326	0.00522256533862	0.000393586894792	0.000895879984323
ì	0.000331243095163	0.0362008037571	0.246677832827	0.278883106797	0.421112197652	0.010617716642	0.00446312377954	0.000783675278264	0.000930280794774
s	0.00226555609839	0.0404129134857	0.160859380942	0.493419258932	0.287923902551	0.010989480414	0.00258394850318	0.000967308572755	0.000578231391591
o	0.00293415634946	0.0418218241119	0.126569485981	0.569947142977	0.235012827517	0.018049661338	0.00359911661106	0.00132208959092	0.000743668923864
n	0.00101699424315	0.0147491264206	0.0605060076603	0.471941336326	0.425607669172	0.0199355996127	0.00390252103702	0.00155677396364	0.000783966774621
t	0.0571420959577	0.0101152512402	0.0727710625534	0.292518300775	0.496519383057	0.0482174680376	0.0126332633123	0.00136342685455	0.00871977662487
a	0.0758397102387	0.0078185710879	0.0673080935845	0.261828066925	0.276813587686	0.198087259346	0.0833971697708	0.00280632558485	0.0261012205416
e	0.0252814726612	0.0026112491148	0.0227488942615	0.191981758975	0.178409295895	0.342305209782	0.19474403659	0.00728083072828	0.0346372485139
m	0.00843470329118	0.0009336168226	0.00833377668717	0.239392646325	0.113139831965	0.354958453261	0.22986368553	0.00985385824276	0.035089428838
a	0.00281973153029	0.0003819097662	0.00528634616239	0.274809915442	0.0996592089883	0.33964257442	0.21737216851	0.0217433477476	0.038284783946
n	0.000940848212213	0.000287994880733	0.00413569088746	0.165569192914	0.366826047996	0.23429957214	0.16251516617	0.0380370375825	0.0273884737487
t	0.000703410348288	0.00261345580024	0.00767585246249	0.079364503738	0.470627312665	0.215271708047	0.179233458723	0.0318657901942	0.0126445500162
e	0.000624098121836	0.00323906097661	0.00831314370783	0.0508430219127	0.214067853222	0.282770129349	0.346480556241	0.0463657603981	0.0472963530054
ì	0.000208752580152	0.00107991007632	0.00278644238228	0.0422660316376	0.0983714634073	0.18729167645	0.30222324408	0.269404340133	0.0963680743351
t	7.60662985173e-05	0.00212636439969	0.00368511838676	0.0992641592125	0.197820991136	0.0885198898167	0.126297528693	0.408331300044	0.073878542945
s	0.00131619157084	0.00372793523323	0.00480117682892	0.0983758167375	0.211119729712	0.0722504022722	0.199582841564	0.337114690015	0.0717112491483
e	0.00172434054035	0.00249554354603	0.00242885355297	0.0374585475592	0.0733729000373	0.0585396704241	0.235291481855	0.480261186672	0.108427481049
r	0.00057712216585	0.00110886548363	0.00143861106099	0.0173443581664	0.0293053221458	0.045764911808	0.163036365285	0.657972528891	0.083451857683
e	0.00019472416575	0.00064684749111	0.00111639096166	0.0106627510688	0.0145810005886	0.0384970392693	0.123041805095	0.72370805963	0.0875513452277
k	6.56455033033e-05	0.000344554943603	0.00072194129522	0.00494856410293	0.0073735479362	0.0222137450898	0.095471788365	0.78520200321	0.0836582110759
a	2.21308612211e-05	0.000243677978324	0.00058853643874	0.00300572189431	0.0049515621354	0.0165312426966	0.083765124455	0.82051128107	0.0703807530253
v	9.9697613737e-06	0.000951969439898	0.00304161648658	0.00232786909144	0.0031813688018	0.00669453196553	0.0395836131517	0.88098909369	0.0632199684751
r	0.000625535341225	0.00477403464663	0.0141126764955	0.00687068053048	0.00499241156727	0.0100710573885	0.0659086010506	0.804970367897	0.087674613625
è	0.00126994008041	0.00517841564948	0.0149801828802	0.00713865784216	0.00415114309026	0.0106633267975	0.0720035213169	0.649205572632	0.235409214542
c	0.00086510226442	0.00172765028963	0.00501812769573	0.00249296491272	0.00348398063125	0.00934631293383	0.0543147030723	0.580446000877	0.342305114847
h	0.000288484066495	0.000576887449977	0.00168310563678	0.00102004951757	0.00333782600708	0.0152287139779	0.179207902691	0.500477800292	0.298179178282
i	9.6454160617e-05	0.000192773837572	0.000568274200793	0.000444871816523	0.00121635488569	0.0118204896926	0.19283733123	0.404936766764	0.387886666094
</S>	4.86384768785e-05	9.6481878806e-05	0.000293835006896	0.000241599254261	0.000644039872845	0.0064868523963	0.099620941115	0.356749048382	0.535818583047
