 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.56886864	0.41672857825	0.000746578	0.0044133097725	0.002330324225	0.000100875539	0.00119856018	0.0056131293
è	0.245408093	0.743641846083	0.00110889873333	0.0048113839575	0.002354862995	4.34455233333e-05	0.0004272382786	0.00220424948
o	0.119798285667	0.870598415361	0.00206274057778	0.0029154314525	0.003239604185	6.16042087778e-05	0.000351836058133	0.00097213064
p	0.110190318889	0.86698770512	0.00455147495926	0.0107994989175	0.00658196956167	8.31368295926e-05	0.000357030437711	0.000448949558
p	0.0757928292963	0.895249218373	0.0102891388531	0.0129936409725	0.00528862149189	5.04062118642e-05	0.000149670065	0.000186526100667
ò	0.0290116982254	0.924688789458	0.030115952951	0.0118960023242	0.00361136930196	0.000271092379288	5.312961143e-05	0.000351978370222
r	0.0105225185351	0.614999682486	0.29562274665	0.0633035404414	0.0135724337673	0.000570091659763	0.00103281779281	0.000376187344074
k	0.0400206745117	0.302733090162	0.559250282217	0.0787384634805	0.0157069762558	0.000515857913254	0.00136174542094	0.00167293846869
e	0.0496023824706	0.249653240054	0.548855827406	0.0854759511602	0.0491069680853	0.00111428013108	0.000568688470313	0.0156227045896
t	0.0191032778902	0.140815763018	0.502361925802	0.249912027053	0.0662369740284	0.00239242004369	0.000356905840104	0.0188207232465
e	0.00991884289673	0.0524924573393	0.389817215267	0.441715165684	0.0929447660095	0.00368463861456	0.000348345133368	0.00907857279883
e	0.00485281758158	0.0200675459464	0.247441618422	0.371662438561	0.13399510867	0.210448076738	0.00292929875446	0.00860312826628
t	0.00782558430986	0.0109865904821	0.134645806141	0.28027384952	0.20961458289	0.315420305579	0.0340642359182	0.00716906208876
r	0.117077954103	0.038067870494	0.085913672047	0.28964961984	0.261915314297	0.155372687526	0.0423000555061	0.00970283102959
ò	0.147530552218	0.043013938878	0.0654015326157	0.174559560613	0.397116454766	0.096349204842	0.0543058620354	0.0217229053432
o	0.0494065025682	0.014379402045	0.0221595791619	0.065290274071	0.388831775922	0.371929071614	0.0622611890118	0.0257422517811
p	0.0176836097683	0.00503837382067	0.010287040244	0.0305881138903	0.152644820641	0.727796457205	0.0405055333373	0.0154561451604
ò	0.00732758248943	0.00192392616022	0.00613637344933	0.0169896230968	0.240318144547	0.607941755735	0.104572323112	0.0147903176201
s	0.00373599419648	0.00066081356174	0.00504022201778	0.00663914749893	0.277755000849	0.420109511912	0.270491791037	0.0155674976734
s	0.0306183821322	0.00091297757558	0.00539069213926	0.00344296766631	0.12648984295	0.409510373971	0.345762227012	0.0778725263578
a	0.0385310150491	0.000985626469527	0.00252286280909	0.0019477244421	0.0697200363167	0.279302689657	0.392674722337	0.214315342119
t	0.0130487851647	0.000342368575842	0.0068445865657	0.0012308014007	0.0363571105056	0.334882214886	0.415530274112	0.19176390204
è	0.0046387040849	0.000126233829047	0.00828306447867	0.000946135170567	0.0169866552352	0.359928061629	0.498750214704	0.11034099868
l	0.00167015497963	4.74337532823e-05	0.00356293631632	0.000350645117189	0.0103424595117	0.18305127721	0.708675128235	0.0922999828933
o	0.000612120924543	2.47965915941e-05	0.00201354050544	0.000513025962396	0.0113161562706	0.14331265907	0.661272726078	0.180934924298
</S>	0.000369570762271	2.09068342971e-05	0.00104331405272	0.000807242531198	0.0166114691353	0.142573579535	0.540500188039	0.298073662149
