 	sta	seduta	nel	giardino	</S>
s	0.79266467	0.0239863035	0.168739336655	0.002413189	0.0121964793
t	0.475770106667	0.0256600888333	0.189001996552	0.00375103236667	0.305816743433
è	0.215577902222	0.214305157944	0.0959484405173	0.00567177042222	0.468496684478
i	0.148001877407	0.370495125981	0.237250504172	0.00808236664074	0.236170065826
k	0.150296302469	0.41246344866	0.312495281391	0.0263088455469	0.0984360906087
a	0.119952579823	0.65420161622	0.15153246513	0.0296704752823	0.0446428226362
s	0.0589593822743	0.688178165407	0.09429388971	0.109539144527	0.0490294056454
i	0.0383002101248	0.690130215136	0.08307348857	0.137407457109	0.0510886715151
m	0.0181608550749	0.583727311712	0.31338597819	0.0625617046363	0.022164211805
m	0.0110523322916	0.273142417237	0.40173996273	0.0364740013454	0.277591328935
è	0.0041551095972	0.133317561746	0.343466344243	0.0464734049151	0.472587586312
n	0.130944983766	0.224680853249	0.305747519081	0.065286486305	0.273340142937
i	0.173022402782	0.258482944083	0.29734662736	0.139311935435	0.131836091812
s	0.0621831917873	0.111253737694	0.30361817012	0.429643311812	0.093301620604
t	0.102971099929	0.0902305512313	0.200378774373	0.535201233937	0.0712183935347
o	0.11211816155	0.0631996019271	0.247102924791	0.423077717979	0.154501657845
n	0.0381091610907	0.021689039259	0.18467480293	0.576231739326	0.179295299282
g	0.0314720660302	0.010229649353	0.106948848977	0.701272459775	0.150077009761
h	0.0306142468101	0.00616941698433	0.175557162992	0.449918321925	0.33774088992
i	0.0122909361054	0.00239558162144	0.169212562997	0.223673049308	0.59242789664
a	0.00409885052197	0.000811087409147	0.130188912999	0.271246236436	0.593654932213
r	0.00197250122549	0.000802459345049	0.107906894233	0.540697445479	0.348620691738
d	0.0288315420085	0.00434768438168	0.0535409079777	0.746390748493	0.166889091579
ì	0.0452155813362	0.00506534148056	0.0443137573259	0.706640069498	0.19876523386
n	0.0291144184454	0.0655614118469	0.0340346651086	0.686569293166	0.184720182953
o	0.0157189953021	0.0856831822783	0.0205231898695	0.607603367722	0.270471242651
</S>	0.00787156538155	0.0428619386331	0.0122557551848	0.512137813861	0.424872921325
