 	non	ho	cosa	a	fare	</S>
e	0.75036095	0.0790741855	0.0130297151	0.00156345148	0.001890549405	0.1540810834
n	0.530536081	0.1031568985	0.0834515507	0.0385655864933	0.00265623937167	0.241633600067
è	0.185313226333	0.240183436167	0.243367673567	0.0567233584978	0.00321588045722	0.271196400489
c	0.064503602311	0.293009620722	0.430928121189	0.107490139166	0.0126082153857	0.0914602686763
h	0.068980272637	0.391558198907	0.36795628373	0.122762125389	0.0158817618619	0.0328613469388
o	0.0705675892123	0.398920432969	0.40256243791	0.102283930796	0.00794099902063	0.0177246193129
t	0.0255848067708	0.167534744323	0.571017162637	0.214015503599	0.00787102500688	0.0139767921043
i	0.00902283787693	0.082813415821	0.547933487546	0.3250744612	0.0209564990023	0.0141993280348
k	0.00315756432098	0.0283646199537	0.430739322515	0.406745987067	0.116830871334	0.0141616420116
à	0.00177678471566	0.0099903084639	0.211972854638	0.321221515022	0.395618653778	0.0594199140039
m	0.00133061495122	0.00343344891063	0.0901438096793	0.159779824341	0.670767571259	0.074544763168
i	0.000793606596407	0.00124441768828	0.0480981949598	0.11526074478	0.728478173753	0.106124866223
</S>	0.000895158398203	0.00062399905624	0.0246428285799	0.09770515239	0.706370461876	0.169762403112
