 	avete	cucinato	le	verdure	</S>
e	0.4922245515	0.01272502415	0.0070587398	0.00072549456	0.4872661907
m	0.743335607167	0.0470275493833	0.0415445626	0.000359514826667	0.167732774367
a	0.676475469056	0.140888559794	0.0634837042	0.000331809242222	0.118820481789
r	0.442294549685	0.273768203265	0.1415892914	0.00154950888074	0.140798477263
è	0.214839656562	0.517087644422	0.176391670467	0.00179762095025	0.0898834096877
s	0.0948700421873	0.786787561474	0.0860973131557	0.00100662774008	0.0312384794259
s	0.339819490729	0.612716343825	0.0353451803852	0.000717787834027	0.0114012165053
a	0.42847008591	0.267215957942	0.296104989795	0.00106475659868	0.0071442137351
t	0.152561353893	0.145993866981	0.687893199932	0.00339614899956	0.010155421045
o	0.0527471378877	0.0863136866603	0.837686783311	0.00499531399985	0.018257048015
t	0.0193339868786	0.0489603621201	0.808199241104	0.0908912748333	0.0326151083383
a	0.00690171177553	0.02320003494	0.806461960368	0.125356988944	0.0380792841128
l	0.00276404663084	0.0150547581133	0.886884563456	0.0707631603147	0.0245334784376
à	0.00153382571595	0.00717045624843	0.617640957819	0.279063640105	0.0945911325459
c	0.0011135556704	0.00240298122981	0.233052123273	0.646821833368	0.116609531782
h	0.00037216989555	0.00116095701294	0.201073865091	0.749998611123	0.0473944228607
a	0.000127187891083	0.000754209210313	0.210008350364	0.718572780374	0.0705374822869
n	5.23905135943e-05	0.0203850934094	0.210260882121	0.685567313458	0.0837343027623
a	5.98672755314e-05	0.0276083144031	0.23735559404	0.505920197819	0.229055982921
</S>	8.20984477657e-05	0.0148410986015	0.20831792202	0.38102182391	0.39573701146
