 	non	ci	dimentichiamo	mai	</S>
e	0.81548897	0.0174371315	0.027408791	0.01014978945	0.129515382
n	0.593147479667	0.0600701265	0.0352501993333	0.00638684028333	0.305145415333
è	0.246280749556	0.346867352167	0.0343251484444	0.00556506846111	0.366961722778
n	0.162506918185	0.685344950722	0.0173052609481	0.0067677853537	0.128075137393
a	0.099728355395	0.797020183574	0.049675881116	0.00792297445123	0.0456526144643
a	0.045138955165	0.618221464525	0.296251769039	0.0163882788171	0.0239994980214
l	0.0165437959983	0.287043109508	0.648601643013	0.0255585636057	0.0222528490071
l	0.0274149872428	0.109156169503	0.789742567671	0.0249929905352	0.0486932793357
i	0.0311421348143	0.0487676301677	0.560206192557	0.0816883571784	0.278195706445
m	0.0107027782968	0.0213541989559	0.548346834186	0.0971208617261	0.322475329348
o	0.0070078240576	0.0088977258853	0.615073694729	0.083847543242	0.285173206983
n	0.0058058983892	0.0320598129618	0.455886061576	0.221817694414	0.284430522328
i	0.0021041988864	0.0393908032539	0.444537567192	0.336240054805	0.177727347443
s	0.0008378660656	0.0185151603513	0.336479602397	0.511317084935	0.132850278148
t	0.001942917072	0.0113830599838	0.415938014132	0.506550848312	0.0641851983827
ù	0.00507062635733	0.00482898995127	0.402376645711	0.437729946104	0.149993839461
m	0.00448494866578	0.00231306247376	0.173323104237	0.638071225368	0.181807699154
e	0.00166282912526	0.00164932369125	0.0975197167457	0.661848231789	0.237319909051
s	0.00069130437042	0.00858969236375	0.0554750529152	0.69705998393	0.238183973584
t	0.000851428328807	0.0108810042679	0.124754087638	0.71029176131	0.153221695095
a	0.000902003020036	0.0039251144613	0.126417639413	0.507822430437	0.360932795032
m	0.000304234699779	0.00305501904577	0.187321713338	0.353876216812	0.455442845011
à	0.00109927424926	0.00277611616526	0.207602924913	0.283106152271	0.505415548337
i	0.00136401051342	0.00201136373842	0.0699560115043	0.239500890757	0.687167739446
</S>	0.00068607690221	0.00260239366921	0.0359677498522	0.223851955379	0.736891854723
