 	è	che	stanno	ancora	svegli	</S>
è	0.8892756	0.07470551265	0.021756043235	0.0055373581	0.001713155126	0.0070123561
n	0.826844533333	0.141795994217	0.0245567874117	0.00242360714667	0.001705910372	0.00267318355667
a	0.544108467778	0.357788761406	0.0953565331372	0.00113565369556	0.000611683927333	0.000998949782223
s	0.278420829259	0.558937317135	0.160334001046	0.00158922939852	0.000261766195778	0.000456912657408
t	0.201082699753	0.552237135712	0.240476743682	0.00161688958284	0.000111105452259	0.00447550280914
a	0.0850585243843	0.383612441904	0.463081301227	0.00801511541095	0.0286121400911	0.031620517603
t	0.0314984275948	0.248847950635	0.607032700409	0.0191535878036	0.0406998270304	0.0527675025343
ù	0.0145925075316	0.177558331212	0.566049416803	0.182155516601	0.0219623440101	0.0376819011781
n	0.0176500308439	0.108305031404	0.599462175601	0.240419918867	0.01473620887	0.0194266513927
e	0.0183450757146	0.0816527426013	0.501906951867	0.380554452956	0.00707714015667	0.0104636052976
a	0.0078203405082	0.0278398050004	0.237944827289	0.578463174319	0.107342961052	0.0405888392659
n	0.0050399123394	0.00992082020013	0.11283939143	0.363664062106	0.323332537017	0.185203249755
k	0.138132661446	0.00731912026671	0.22696273281	0.133788973369	0.291122132289	0.202674370585
ò	0.180174368722	0.00615650187404	0.260619961103	0.369618163123	0.106645877713	0.0767851038617
r	0.0606366282473	0.00459397687648	0.137610483868	0.680066097708	0.0647349162377	0.0523578809539
a	0.0207868484758	0.00407255024736	0.095655624196	0.792130742569	0.0444395280792	0.0429146944513
a	0.0069790249706	0.00135984193499	0.032027793402	0.653523890856	0.26621668536	0.0398927139504
t	0.00982510017553	0.002143178509	0.0126857127307	0.283074395952	0.55810669512	0.13416487965
s	0.301923715059	0.00621094133633	0.0247087234102	0.101866428651	0.407554560773	0.15773561055
ù	0.391836486193	0.00588103805894	0.0270393907501	0.221729383884	0.208732119324	0.144781544183
n	0.130738324348	0.00275322309981	0.01197674553	0.265694014295	0.267600403108	0.321237258061
n	0.256607022559	0.00308457963327	0.00913871377667	0.117378184432	0.215873370936	0.39791814602
i	0.298631214386	0.00240494938018	0.00549974086962	0.119725394811	0.333615453545	0.24012328534
t	0.100315713629	0.00611593582915	0.00465384063394	0.103051699604	0.379366025848	0.406496805113
i	0.0340945744797	0.00735880574572	0.00461881476465	0.0613882445347	0.149422705616	0.743116868371
</S>	0.0170975241949	0.00368849907686	0.00268136871233	0.0662820472673	0.097856436308	0.812394134185
