 	le	melanzane	vogliono	ee	girate	</S>
t	0.544160115	0.327901978	0.00234229235	0.0060426246	0.0528937153	0.066659305
e	0.351247685	0.505648372667	0.00796380258333	0.00808067753333	0.0570288087667	0.0700306736667
s	0.213780472	0.467678894222	0.0191567001944	0.0562035508444	0.147654439922	0.0955259345556
m	0.265239081	0.373444154741	0.0191807067315	0.0715536989481	0.174176555974	0.0964057981852
a	0.335406737	0.33723135158	0.0868109235772	0.036055959316	0.061279670158	0.143215366062
r	0.174629803667	0.344943537193	0.154917844526	0.0812613241053	0.053761728886	0.190485788687
a	0.062982718989	0.355083485731	0.291266828175	0.123060420035	0.049836187262	0.117770364729
n	0.0226252710297	0.221423675444	0.390889456058	0.130992908678	0.0189145761207	0.21515408341
g	0.0531885686099	0.082000363348	0.356353675353	0.155440802893	0.0112199856069	0.341796567803
i	0.0627606164766	0.0372896967827	0.494528835118	0.161046090964	0.010277982369	0.234096762601
à	0.0209508735955	0.0263657609276	0.656433945039	0.182113076988	0.00906732345633	0.105069016967
n	0.0357269290285	0.0208053183759	0.616906725013	0.209235078996	0.00648432438544	0.110841611756
e	0.0408831953095	0.0108602938586	0.568170238338	0.264442469665	0.00386938438515	0.111774400519
t	0.0163870132698	0.0067461511362	0.548232612779	0.386407976555	0.00220682358505	0.0400194116397
è	0.00798171173173	0.0022915678454	0.516017050926	0.451678685518	0.00463142729502	0.0173995465466
l	0.025560522019	0.0103693212318	0.540414683642	0.390602935173	0.018540370765	0.0145121483155
u	0.031433789293	0.0131662557039	0.415712877881	0.488253235058	0.0330356619217	0.0183981714385
n	0.0260183363843	0.0047704799813	0.236902119294	0.686967591686	0.0311818259739	0.0141596418795
e	0.0242102767894	0.00189835646043	0.160803999765	0.771557403895	0.0205017633246	0.0210282333598
e	0.00808264904153	0.000688388982143	0.102158483255	0.766075251298	0.0817768871082	0.0412183661199
e	0.00269775988258	0.000328235482714	0.061773446085	0.777149770433	0.121194089036	0.03685667404
v	0.00122587767919	0.000216140065571	0.0466549553617	0.837628610144	0.0805263523453	0.0337480533467
o	0.000735134882397	0.00015354739319	0.0560266501206	0.841688193381	0.0481671931151	0.0532292977822
t	0.00444406248347	0.000125617862397	0.0515815767069	0.85300335446	0.0260727653717	0.0647726172607
i	0.00567893670882	0.000105598362132	0.0365419949023	0.743452318153	0.0237534424572	0.19046768042
m	0.00280415388394	0.000145763520711	0.0222473320341	0.452761602718	0.171568966819	0.350472146807
m	0.00203366357465	0.000702787456904	0.010883516578	0.251289670906	0.252777182273	0.482313168936
è	0.000931464978217	0.000841561271635	0.006620267136	0.149759696169	0.285999000758	0.555848022979
n	0.0259104617661	0.000744977909878	0.010768476822	0.18814306459	0.294728892253	0.479704140993
e	0.0341741953409	0.000702169491393	0.013136877174	0.209551097197	0.142132237084	0.600303446998
</S>	0.0170895247987	0.000352285927846	0.008184589437	0.120576062098	0.080084590042	0.773712973499
