 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.521401965	0.39721287	0.0204031443	0.001632268125	0.0176310195	0.017737461	0.00570136052	0.018279897
m	0.26907563	0.66440698	0.0206707487667	0.00663543444167	0.0184140278333	0.00771060125	0.001948197345	0.01113834338
a	0.151630463	0.774591526667	0.0280236092556	0.0130808611472	0.0166441699444	0.0032961229	0.000658185931	0.0120750115067
r	0.08217562	0.609541618889	0.0569325120852	0.203805567049	0.0208287723148	0.00527612686667	0.00156362863467	0.0198761288356
ì	0.0355351046667	0.306300076296	0.323231277362	0.29429501235	0.0188752499149	0.00542290216222	0.00186107105639	0.0144792928852
o	0.0125049821889	0.127577140432	0.667083612454	0.146874390783	0.0238926347816	0.0114726899274	0.00258230986363	0.00801226190173
e	0.00434084466297	0.046921124144	0.781553470818	0.0835393635943	0.0557511582605	0.0182598093091	0.00314315735454	0.00649107263391
t	0.00377585218766	0.0184602301813	0.774622923606	0.0926437845314	0.0704048727535	0.034663469103	0.00197738591818	0.0034514626113
è	0.00348573593455	0.0075993413271	0.766638474535	0.136873214844	0.0462039810178	0.035702308701	0.00145192163939	0.00204502197043
l	0.00278009585018	0.061515521909	0.739188024845	0.161492674948	0.0175125717059	0.0146902909003	0.0018282408798	0.000992584168143
i	0.00259640328339	0.0795033362697	0.526702464948	0.237487504983	0.129960421835	0.0205091273001	0.0019997369266	0.00124101563405
f	0.0024039292278	0.0269195978899	0.525703454983	0.255817824994	0.166663149365	0.0201695581667	0.0009964813422	0.00132599090468
a	0.00231604432927	0.00924219178997	0.485962414994	0.365305041665	0.112967468542	0.0219127947889	0.000666005980733	0.00162800562823
m	0.000968480929757	0.00333534450666	0.198138022665	0.363827438222	0.329101452847	0.10092401593	0.000658606226911	0.00304660260941
è	0.000501049781586	0.00134106833705	0.0914852618883	0.137340986741	0.610498797616	0.138485863643	0.00683552507564	0.0135114305365
n	0.00430166369886	0.00104232859718	0.257671877296	0.143947095247	0.470465155705	0.0743456502143	0.0324050213585	0.0158212032022
o	0.00557141056729	0.00095359565106	0.304000707432	0.218310535082	0.316184661735	0.103713367405	0.0399989241195	0.0112668020907
a	0.0018754640213	0.00033022298568	0.115468155477	0.151625064461	0.370989380578	0.140853082468	0.20522634504	0.0136323060302
p	0.00171115740497	0.000183964411887	0.0932222064923	0.065114236587	0.351767023526	0.156331270823	0.31347899168	0.0181911496767
p	0.00603070503499	0.000332896370629	0.0880444224974	0.340995741196	0.243344945175	0.139889556274	0.16346800696	0.0178937217256
è	0.00640648888166	0.000309217298443	0.0368537377958	0.420351159405	0.195344962392	0.121193004758	0.199682305387	0.0198591264085
n	0.00233905452055	0.000183232394381	0.0209975458953	0.142245568908	0.176933726331	0.112654215919	0.525256031796	0.0193905996695
a	0.00096650634585	0.00014195373546	0.0163158361651	0.0501426136693	0.125767087644	0.193066372973	0.566823907265	0.0467756707565
o	0.000327329842181	4.85318495253e-05	0.0064116124217	0.0173954244964	0.142821560881	0.234798484991	0.538480549088	0.0597164867522
m	0.000298236458625	3.27315735471e-05	0.00278802014057	0.00591462100547	0.271138078627	0.195773988997	0.488584639696	0.0354696807507
a	0.000288778841242	2.98095881824e-05	0.00168697138019	0.00365099193516	0.541034559542	0.214300246332	0.205182305899	0.0338263689169
r	0.00248544753545	0.000178123556394	0.0229229639601	0.0220891320784	0.444589178914	0.133642172111	0.346863204633	0.027229801639
è	0.00322627802548	0.000225558074931	0.029607580498	0.0266468227225	0.158498574038	0.0711178383703	0.683795201544	0.0268821178797
i	0.00108435453149	7.5545111877e-05	0.010255217944	0.00890243739383	0.0703011640127	0.0455191254568	0.833652420515	0.0302097332932
</S>	0.000542263529735	3.77850020885e-05	0.005696164872	0.00447867038192	0.0472590580063	0.0312137702284	0.883582790257	0.0271895146466
