 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.66121135	0.225106542	0.002020715815	0.0149207869	0.000597710125	0.000315794998	0.00430432175	0.00223827955	0.0115919275	0.010464334625	0.06722821595
v	0.87573035	0.0845483474333	0.000964791856	0.00545152316667	0.000266987290667	0.000130819732	0.00156082241333	0.000819335765333	0.00401756019333	0.00350787394967	0.023001549104
ò	0.648794696667	0.0957814112444	0.231047189226	0.00474582432222	0.00712035772922	0.00127997343467	0.000588574787777	0.000341040970444	0.00138483677544	0.00117302952832	0.007743054392
e	0.252596962222	0.227604030415	0.420800629742	0.0477401851074	0.0240151369097	0.00839922127822	0.00403535041593	0.00636260382348	0.00351232560948	0.000593365129873	0.004340166834
n	0.230210637407	0.209821824805	0.372076516581	0.0720816260358	0.0539685923032	0.0211401667594	0.011084025972	0.0114613659412	0.00814862220316	0.00121036910996	0.00879619544467
ì	0.213543609802	0.109502704268	0.488260545527	0.0473945830119	0.0805387387677	0.0261707005865	0.00999499975733	0.00760171991373	0.00686373216772	0.00125400836665	0.00887461488156
m	0.0752117335007	0.0995746860893	0.585146848509	0.078154801004	0.0821600609226	0.0303543105288	0.0171156960191	0.0121477315712	0.0111178928226	0.00572822011888	0.00328802154719
e	0.0258699257302	0.0780237276964	0.478195862836	0.169427910335	0.136024913641	0.0532918751763	0.0226434490064	0.0151115211904	0.0126383281642	0.00720378366963	0.0015687146024
g	0.00952928174007	0.0418700455988	0.527013034279	0.161355754778	0.165962659214	0.0632106533921	0.0131336032355	0.00882553773013	0.00547973477807	0.00255354278654	0.00106613550747
r	0.0734382387467	0.0153410868996	0.601177288093	0.132533146259	0.109675984405	0.045680654464	0.0096052824785	0.00575494781004	0.00289853584602	0.00100334311551	0.00289146357582
a	0.0938732618128	0.00627593003653	0.373953551364	0.215244772086	0.156508218135	0.0885646148213	0.0305279346595	0.0237808348367	0.00277106960201	0.000490778858503	0.00800900869194
m	0.0403551235015	0.00254502574884	0.138241497455	0.278763820695	0.179271272712	0.108426001607	0.129283162887	0.0531367802789	0.060361477434	0.00169769728617	0.00791813026398
m	0.0225790881538	0.0205337932496	0.0596467368183	0.298505083565	0.0912020275707	0.0521445475357	0.165582527629	0.0429047713263	0.0781610086347	0.00206842885206	0.166672005621
è	0.00759652827627	0.0261452110132	0.0335442012728	0.313668174522	0.12182586919	0.0911318495119	0.10401601921	0.0283408990088	0.0276474550349	0.00128323294069	0.244800621874
n	0.0232932396638	0.00882115794773	0.127732863424	0.247783822841	0.212267686397	0.171334889837	0.0614884874033	0.0259637793363	0.0115452487116	0.00145863128023	0.108310236625
a	0.0285249366953	0.00300721883491	0.156464536808	0.154145065614	0.295399282132	0.217962333279	0.0505182601344	0.0418760321121	0.0109321292705	0.00173610539341	0.039434103275
m	0.0114284070391	0.0022799687173	0.0961746246027	0.211307915205	0.297517987377	0.189123042426	0.0845852433781	0.0537208913707	0.0179470170902	0.00219136013114	0.0337235594917
a	0.00572696632303	0.00204293936077	0.0757231956009	0.266881385068	0.228343712459	0.155375598809	0.127276404459	0.0551341577902	0.0193935696967	0.00511505871038	0.0589870514972
i	0.00191368614834	0.000713926365257	0.0273747866003	0.274449495023	0.17257753082	0.14942758127	0.145387261486	0.126444722597	0.0306885592322	0.0111662152368	0.0598562634991
a	0.000657592172113	0.000285916938419	0.0113515142001	0.286626315008	0.12103017694	0.112644955423	0.130757225162	0.228104680866	0.0625925270774	0.0129528874123	0.0329961966997
n	0.033053015116	0.00012620651014	0.0115708510667	0.186234149336	0.149804865647	0.182617758474	0.0836234183873	0.232323800289	0.0792240156925	0.0221979014708	0.0192239680999
g	0.103018758372	5.21717047133e-05	0.0120194260222	0.0757303857787	0.227440275216	0.275133886158	0.0525366791291	0.15442835343	0.0643343552308	0.0227530637236	0.0125526135
r	0.165997999457	0.000483063265571	0.00658354807407	0.0604086002596	0.209856651739	0.225686415386	0.15509054071	0.110299121143	0.0478997027436	0.00980975157453	0.0078845993
à	0.127810583603	0.000620757573424	0.00305684837636	0.0486984179532	0.103731875246	0.119521747795	0.349643706903	0.0778874380477	0.0367162092479	0.123592766292	0.0087196061
m	0.0426345490293	0.000238984614708	0.00319421541045	0.0442673255177	0.0504929154153	0.079220605265	0.332542308968	0.0811764503492	0.0392835637493	0.303308905431	0.0236401673667
m	0.0142440568081	0.000173050073569	0.00753410580348	0.0618960381726	0.0669394541384	0.116930218422	0.163840447323	0.112349780116	0.0525207412498	0.27070490181	0.132867247122
a	0.0047533387225	0.000120041328276	0.00681324833616	0.0414377120242	0.0679385467128	0.127390916141	0.0937729701077	0.157849283372	0.0747032237499	0.18768561727	0.237535109041
t	0.00358423507363	4.5298797512e-05	0.00794987051372	0.0156050525414	0.0629503475709	0.16901056538	0.0585952707026	0.230475267791	0.127782197917	0.155339695757	0.16866218668
a	0.00319426495398	2.03367306707e-05	0.00834591135624	0.00635357454713	0.0590202491903	0.17661829846	0.0367762719009	0.285089389264	0.202989305972	0.132321111919	0.08927129056
d	0.00123290046076	1.30851527236e-05	0.00508548780375	0.00284624804904	0.0289584910634	0.0954171761533	0.0273124436336	0.266966933088	0.246265941991	0.259704893973	0.06619641152
e	0.000579536880587	1.20135445745e-05	0.00401561318125	0.00192660684968	0.0188019023545	0.0605277130511	0.0203503708779	0.218759004363	0.28220693733	0.337062264658	0.0557580505067
r	0.000631974607196	1.66352731915e-05	0.00605846347375	0.00137024427323	0.0223855541182	0.0562039353504	0.0156503918926	0.156136574788	0.247426075777	0.448122888219	0.0459973114022
f	0.0883246914691	8.35090843972e-05	0.0100597381579	0.00143727484774	0.0254357560394	0.0540205037835	0.00935211589753	0.119709978263	0.267258971926	0.40364969174	0.0206678340341
ù	0.117129370131	9.64127516324e-05	0.0067152216261	0.00130852099858	0.0160698987131	0.0285515563845	0.00990780163251	0.0952479525877	0.238838045775	0.470142436247	0.015992806678
m	0.0390588500103	5.78017690441e-05	0.00281932878217	0.00139193834886	0.00586093380437	0.0116372234848	0.00904369801084	0.0464920586959	0.0882398280583	0.729594855416	0.0658034618927
m	0.0130235803863	4.69520961814e-05	0.00154728839939	0.00175367904962	0.00356857220146	0.0113576960616	0.0111727684703	0.0759076075653	0.0858275270194	0.669488305139	0.126305990631
u	0.00434134935801	1.93919422938e-05	0.000543378521597	0.00093841143054	0.00242074709049	0.0097214907872	0.0101234302234	0.0861851471884	0.111354225673	0.527909321713	0.246443123544
</S>	0.00217089343655	9.7946242469e-06	0.000273067635499	0.00048573018627	0.00135196598025	0.0055512485436	0.0059353012117	0.0648806005942	0.105653207837	0.456027060857	0.357661186772
