 	non	aveva	dove	a	stare	</S>
e	0.497990607	0.039736119	0.00317720598	0.0013331530215	0.04957626206	0.408186615
n	0.1816009836	0.284024235	0.0401915833933	0.0029021361405	0.06034671302	0.430934343
ì	0.0638012393667	0.668073395	0.0603372061311	0.00262731699683	0.0310133549833	0.174147496467
c	0.0247567151222	0.718253398333	0.100604617044	0.00254351351561	0.0609947433044	0.0928470196223
h	0.00939547855407	0.541569189444	0.309442895681	0.0030496973052	0.0709312878248	0.0656114645741
e	0.00898112026469	0.326321263148	0.500319165227	0.0400871745684	0.0335317793316	0.0907594928914
p	0.0087623396649	0.127441626849	0.364706733409	0.0537353765228	0.339326009777	0.106027902297
u	0.0792735551316	0.056518646083	0.181069032803	0.0636134785076	0.446661947926	0.172863362099
s	0.103010093027	0.0346221938943	0.123021655934	0.130074612836	0.257197163975	0.352074314033
t	0.0359000831923	0.0141814031314	0.0555096126447	0.142103940945	0.450697234658	0.301607764678
a	0.0139545501308	0.00560981807713	0.0243595560482	0.0919522569817	0.711419944886	0.152703901559
s	0.00541153866693	0.00514534442571	0.0104977846827	0.183978252327	0.601605494962	0.193361603853
ì	0.00199738703564	0.0328011441419	0.0161171680609	0.377935207442	0.318413568321	0.252735551284
</S>	0.00118565910282	0.058536132071	0.0239934340305	0.450266703721	0.22323416916	0.242783915642
