 	non	sapeva	dove	a	stare	</S>
e	0.518291042	0.022215875705	0.001958896115	0.001367039095	0.05314676753	0.40302041
n	0.196748299333	0.135612907568	0.161458019305	0.00407389669833	0.06828179951	0.43382508
ì	0.202316640444	0.295476202523	0.268301799768	0.00586864579944	0.03943152597	0.188605186333
s	0.204134429581	0.349498300841	0.232245593256	0.00561841093315	0.0910576831233	0.117445588444
s	0.0700053125603	0.32331836028	0.402573684419	0.00550935874438	0.107740870974	0.0908524142813
e	0.0270254397868	0.297235170093	0.505929164806	0.0238549229148	0.0533409635913	0.0926143295604
r	0.0124826285523	0.204907411698	0.468088578269	0.0483243763049	0.0837369211971	0.18246008652
e	0.0156118478074	0.0981955888993	0.397995619423	0.0743581531016	0.143315670399	0.270523135507
p	0.0165918110025	0.0545715335331	0.219504727141	0.0682675663672	0.4188032068	0.222261155169
u	0.0237306057342	0.0381335217444	0.103713109714	0.0807282141224	0.490056382267	0.26363816839
n	0.0261467751614	0.0346752524148	0.0598652695713	0.162059324707	0.309952107422	0.40730127613
a	0.0108512523038	0.0180245203049	0.0263212361904	0.152922984902	0.445376882474	0.346503125377
s	0.00569561107127	0.010747660635	0.0134460183968	0.172226808301	0.465012617491	0.332871275126
t	0.00239205309376	0.00564403591167	0.0088262714656	0.1880163511	0.516216602497	0.278904646042
a	0.00136087229125	0.00351187227056	0.0051075985552	0.0903530387	0.750311244166	0.149355343014
s	0.00062886502375	0.00257495365685	0.00411688635173	0.175054759567	0.635365631389	0.182258914338
ì	0.000391884384583	0.00225656878562	0.0113296612172	0.218408707856	0.436967290463	0.330645898113
</S>	0.000408048607292	0.00229958759281	0.0179784926086	0.134799545928	0.417503225231	0.427011099057
