 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.7723622	0.0827449	0.00499044315	0.00467378272	0.004096062805	0.001285495865	0.0032778818	0.00116628545	0.010422514715	0.114980425
a	0.4831399705	0.12791263	0.14841590105	0.02337796172	0.0248269532683	0.00278040423167	0.00850020326667	0.00352726711667	0.00546791788167	0.172050795
d	0.170067022667	0.158780816667	0.32197735035	0.0659034239067	0.0333852000894	0.00638891097722	0.0167349290889	0.00501408020556	0.00460841129389	0.217139838333
e	0.065070422389	0.397912148889	0.285201886783	0.0621649953022	0.0158247719965	0.00553018411074	0.0127438259713	0.00281058706185	0.00247112774696	0.150270013144
r	0.032773810963	0.54383865963	0.206715575594	0.0349745134341	0.00689072383217	0.00382925988858	0.0066137979321	0.00122007302728	0.00188848023132	0.161255094748
f	0.0250905886543	0.570425276543	0.193745021865	0.0288389038114	0.00391909421072	0.00385534502953	0.0057242532107	0.00101625572243	0.00177966287711	0.165605573083
ì	0.0126487823848	0.579494302181	0.285176683955	0.0459635976038	0.00323500790357	0.00323919464318	0.00427161050357	0.00114648824081	0.00476194209237	0.060062337861
m	0.0388570492949	0.450013817394	0.287610861318	0.0663997005346	0.00329052013452	0.00943010701439	0.00653722903452	0.00155473754694	0.0107200118641	0.125585931287
m	0.050666931765	0.402838445798	0.249368020439	0.119080286845	0.00197112508817	0.0143932176715	0.00685579547817	0.00127963554231	0.0093445640547	0.144201932162
u	0.021171314255	0.283831411933	0.392829806813	0.226392145615	0.00430319267272	0.0120039433905	0.00393381949272	0.00125545670744	0.00413408653157	0.0501448015873
f	0.0103559026517	0.124567773978	0.436401562271	0.261253208538	0.00889764022424	0.0175446179635	0.0192356673642	0.00247653640248	0.00353008459052	0.115737022996
è	0.0057878539439	0.053593827126	0.36778919409	0.364591916179	0.0104138677414	0.0218035183212	0.0255399935214	0.00273715136749	0.00721679453017	0.140525914999
t	0.0050872401413	0.032829090842	0.323714811363	0.465404875393	0.0078158188138	0.0234915127737	0.0135198539071	0.00196588105583	0.0170866595101	0.109084305666
i	0.00632590371377	0.026530020614	0.228755008788	0.530145328464	0.0378541511713	0.0426028332579	0.0122235031357	0.00333507451861	0.0166129943034	0.0956151898887
p	0.0158839282379	0.0337981278713	0.156507787929	0.469630729488	0.0648477663904	0.0556282664193	0.0414817378786	0.0116784253062	0.00905733223447	0.141485877963
ò	0.017654614436	0.0340231900238	0.11925499831	0.463632229829	0.0533121064635	0.0670238008064	0.0546828466262	0.0136353677021	0.0135490637448	0.163231773988
r	0.0155333601687	0.0184750487413	0.0699231201033	0.538048419943	0.0370946208212	0.0807017336021	0.0317505102087	0.0078521216007	0.0435604845816	0.157060569329
k	0.0165302214562	0.0142668592471	0.0493184173678	0.532118029981	0.0235518566071	0.0795519312007	0.0217896584029	0.0050186476669	0.0960604815272	0.161793867776
e	0.0167069562187	0.011873529749	0.0317092674559	0.45279960666	0.0620080365357	0.2175050604	0.033586144801	0.0074709259223	0.0888253188424	0.0775150969253
t	0.0207658547396	0.0125362339163	0.020285884152	0.253989995553	0.0800705721786	0.2626309768	0.105029005934	0.0155879489741	0.0549322919475	0.174171191975
e	0.0175997902465	0.0109617489721	0.0149896040507	0.142180441851	0.0542436640595	0.3107682556	0.165647225311	0.028209197658	0.0450455959825	0.210354475325
e	0.0108377043088	0.00822444545737	0.0101482960169	0.0621520667837	0.0511184153532	0.340740373867	0.326699768437	0.065351863886	0.0307930163275	0.0939340511083
n	0.00402442266293	0.00445565535246	0.0067437876723	0.0376404974279	0.0410268247844	0.182931486622	0.367017562812	0.0647649127287	0.0317649484425	0.259629885036
a	0.00262527982098	0.00451846295082	0.0086073122241	0.0336952298093	0.0232348408281	0.215043085541	0.280067620937	0.0402059023429	0.0608442428142	0.331158021679
s	0.00207631160699	0.00440838845027	0.0082623030747	0.0211085979364	0.0124593265094	0.214657169514	0.259903616979	0.033117556781	0.0764592729381	0.367547467226
t	0.00116511272233	0.00223705808342	0.00441958025823	0.0126797448788	0.00778071363647	0.157938604171	0.242557022326	0.0329493215937	0.136737916313	0.401534909075
u	0.00075843569411	0.00226328682781	0.00389554665274	0.00756348402627	0.00391686451216	0.13372723339	0.387543874109	0.0928630805312	0.168825157104	0.198643016358
d	0.00549478089804	0.00436268270927	0.00423261805091	0.00863342117542	0.00476771650405	0.0719836674633	0.372387224703	0.111099384177	0.177225827368	0.239812685453
i	0.00795743229935	0.00653703810309	0.00774963751697	0.0137686980585	0.00529986983468	0.0796086368211	0.258122908234	0.0872686007257	0.249629639123	0.284057575151
è	0.00366584785378	0.00508359208103	0.00823266793899	0.0120639826862	0.00256277027823	0.0756370142737	0.379872236078	0.0855226102419	0.263726469708	0.16363285705
t	0.00155067597193	0.00211968220701	0.003714987613	0.0071655008954	0.00110834763274	0.0356098524246	0.343877394026	0.0572872747473	0.332600649903	0.21496566435
s	0.00293752659064	0.001236954569	0.00209881553767	0.00557764039847	0.000569552810913	0.0243058521415	0.146201156009	0.0304770882491	0.489920943301	0.296674478117
i	0.00362779706355	0.00333910188967	0.00473954481256	0.00590610156616	0.000550990073638	0.0222230900472	0.0783741136697	0.0365400927497	0.6037371811	0.240961996039
j	0.00635100722118	0.00591953162989	0.00615330923752	0.00528336512205	0.00104825993455	0.0145184610157	0.0791216102232	0.0683969609166	0.523089087033	0.290118385346
a	0.00742033384039	0.00614567720996	0.00622227454584	0.00582874664068	0.00122273931152	0.0115284766719	0.0703817980744	0.0653289443055	0.521226689011	0.304694305115
m	0.0124444050468	0.00806752173665	0.00681762684861	0.00614879538023	0.00130437377051	0.010308342124	0.0530584006915	0.0613397387685	0.52354723967	0.316963571705
è	0.0134200520896	0.00673200303888	0.00406107998287	0.00368714882674	0.001058064952	0.00514686234133	0.0426814760638	0.0544187962562	0.571001356557	0.297793177235
d	0.00910279177053	0.00388889890629	0.00242545009429	0.00279749244225	0.0004529160725	0.00271547734711	0.0175294700546	0.0235065724187	0.666341995519	0.271238932412
i	0.00845004292351	0.00432591806876	0.00307780076476	0.00294340844742	0.000368767384167	0.00288060228237	0.0081454192182	0.0129902583729	0.644112608506	0.312705137471
k	0.0235596716412	0.0101978586896	0.00527281425492	0.00374435448247	0.00119635166139	0.00332458969412	0.00706674507273	0.0156323130243	0.577144142835	0.352861125824
o	0.0287092619804	0.0129984514299	0.00718399258497	0.00525770102749	0.00162776812046	0.00465094249804	0.00663943625758	0.0159229079081	0.572737154278	0.344272348608
</S>	0.0157120656402	0.00989801901495	0.00749232704248	0.00608112431374	0.00123016656023	0.00647184774902	0.00485034247879	0.00893440480405	0.680381027139	0.258948634304
