 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
e	0.92418178	0.05216274215	0.0046281341	0.00053978126	0.000280486255	0.00039795612	0.0005591986785	0.00164052215	0.00120262385	0.002427400005	0.01197943875
m	0.611417779	0.0692484363833	0.0999199420333	0.02708255954	0.0135052669117	0.0134857273667	0.00867260524517	0.00471566311667	0.00101056948333	0.003215799805	0.147725680417
à	0.296200458667	0.209077077794	0.196652804011	0.0434935865133	0.0198619427372	0.0187593939889	0.0115798489484	0.00563733905889	0.00095054489611	0.00355154291833	0.194235460139
k	0.377519919556	0.322381502598	0.140850207337	0.0238725567378	0.00971902624573	0.00833841642963	0.00483898791613	0.0024089086063	0.00043877560037	0.00164688555611	0.107984810046
i	0.326476428519	0.309593807533	0.198618681779	0.0585897201459	0.0160430849819	0.00826920770988	0.00328441123871	0.00157914093543	0.000264600633457	0.000918178657703	0.076362736382
n	0.119355964673	0.285597322511	0.342280700593	0.124201023382	0.0216128003273	0.0165554702366	0.0113797919462	0.00355769764514	0.00289742837782	0.000889239091568	0.071672568494
a	0.046993126391	0.225044727504	0.461015850198	0.129070662794	0.0222473544424	0.0195229774122	0.0148062329821	0.00533289838171	0.00397060427261	0.000995999483856	0.070999579398
e	0.020279046997	0.161788881168	0.588005910066	0.134235995931	0.0255853721475	0.0142619738041	0.00865285452737	0.0140418304606	0.00247460323754	0.000755806964619	0.0299177286993
k	0.012991375199	0.082811851056	0.470595993355	0.153890301977	0.0351900040492	0.023775022268	0.0128752687091	0.0190749864869	0.00246806107918	0.00169252463821	0.1846345919
l	0.00956369809967	0.0350859016853	0.313313324452	0.245916333992	0.0726569230164	0.0510285140893	0.0237779695697	0.0113973681623	0.00200163825973	0.00225150871274	0.233006781733
à	0.00399192389989	0.0145695032284	0.296574081484	0.366914621331	0.125357351005	0.0691381080298	0.0305779821899	0.00797371672077	0.00191424755324	0.00175371330425	0.081234710011
s	0.00401047379996	0.00888390407613	0.206408973828	0.27830269711	0.140105860335	0.0973297693433	0.03911393073	0.00653467340692	0.00228932575108	0.00304975673475	0.213970618337
t	0.00548261959999	0.00738909812538	0.127928611276	0.183333069037	0.146358646778	0.183449449781	0.0770046812433	0.00591859210231	0.00258551525036	0.00330664113158	0.257243069179
i	0.00506533853333	0.00569430480846	0.0904270807587	0.183622253012	0.234125965593	0.244302296594	0.117687527081	0.0265227748341	0.00374921275012	0.00162034136386	0.0871828796597
