 	non	mi	aspetti	che	non	vengo	</S>
m	0.4831877985	0.01602493945	0.260289466	0.04143825446	0.0105408905	0.0184422075	0.170076459
ì	0.4610061985	0.0269921294833	0.279120623333	0.0415964077533	0.0109050861	0.0202152268333	0.160164280333
m	0.473348274167	0.0516888551611	0.309199785778	0.0223806015178	0.0154325779667	0.0253966849444	0.102553145444
e	0.192003569722	0.340976348387	0.333426988593	0.0175541605726	0.0168698018889	0.0243236815515	0.0748454246813
m	0.0665428262407	0.415106901462	0.363766912864	0.0412365675909	0.0162935655296	0.0354292647538	0.0616239697604
ì	0.0247614156469	0.203009075821	0.549081837621	0.051358110697	0.0285890908432	0.0519547582513	0.0912457532535
n	0.0103469478156	0.127454700607	0.64860139254	0.0334974617323	0.0414101669477	0.0536334444171	0.0850559204178
i	0.00490928653853	0.059101686869	0.486190607513	0.152902393911	0.161902445649	0.0649151314724	0.0700784761393
k	0.00381713747951	0.0357538232897	0.209580952504	0.331732391304	0.214195340216	0.0891162304908	0.115804162046
a	0.0056241182265	0.0213447554299	0.107456935168	0.319911493768	0.241893801739	0.16173347683	0.142035407349
e	0.0055330871755	0.01586329181	0.0437412219893	0.253963847923	0.304450297246	0.228333092277	0.148115139116
n	0.0022931441485	0.00824688079	0.0195365397631	0.193603643641	0.245234745749	0.240209200759	0.290875839705
è	0.000894170792833	0.00308993733667	0.012490592421	0.086495019347	0.28136002525	0.325814070253	0.289856193235
r	0.000484273964278	0.00146130636556	0.0126716174737	0.0333774255823	0.345952588417	0.459750380084	0.146302406412
k	0.000390572468093	0.000871140921853	0.0102883699246	0.0150995316274	0.269600402806	0.617732916695	0.0860170241373
o	0.00135154715603	0.00165701350728	0.00872020807487	0.0078684653758	0.135435296269	0.773385562232	0.0715818593791
m	0.00679443918534	0.0107479412691	0.017821315025	0.0083213308586	0.0661765887563	0.788281544077	0.101856827793
e	0.00880333172845	0.0148756682564	0.0205686643417	0.00803397295287	0.0412219562521	0.719265648026	0.187230772598
</S>	0.00635816286422	0.0110315748782	0.0160593246709	0.00484631747644	0.022838126126	0.678023974013	0.260842536299
