 	non	ha	mangiato	mai	un	rustico	</S>
e	0.49541568	0.068403658	0.01336879195	0.00397621465	0.0101393116	0.031117663225	0.37757868
n	0.200481188633	0.249313264333	0.130048162317	0.01136358305	0.0160842168667	0.0317559724083	0.360953602333
è	0.0697444468443	0.593835621444	0.164782658772	0.0117608475167	0.0115849720956	0.0113439628428	0.136947469394
c	0.0279686189481	0.709737270481	0.0875666475907	0.00649271767223	0.0135025491719	0.00600582232093	0.148726336081
h	0.0127298746494	0.648935863494	0.121563835864	0.0319006385574	0.027546739724	0.00425729278364	0.153065752594
i	0.00614591098313	0.542592287831	0.261273138621	0.101280952852	0.0337005592413	0.00186336233788	0.0531438156313
f	0.00269024672104	0.308796879277	0.43037778954	0.118306485951	0.0753397597471	0.00538019784596	0.0591086394104
a	0.00229873586701	0.136614343759	0.478936919847	0.198262410317	0.109720283249	0.00865956594865	0.0655077431368
m	0.002426581989	0.058738940253	0.458788829949	0.251971246772	0.122350394416	0.0401222223162	0.0656017843789
è	0.00138844914967	0.0298714309177	0.378058149983	0.305902975591	0.165192161472	0.0507656974387	0.0688211464596
n	0.00110834870322	0.0167139901392	0.311475876661	0.376675241864	0.176809640491	0.0363822164796	0.0808347171532
a	0.00225214510107	0.0115532678797	0.226340145554	0.336921767288	0.282619853497	0.0489954828265	0.0913173457177
m	0.00306988503369	0.0101021957932	0.114194311851	0.266316332429	0.347113517832	0.164253090942	0.0949506652392
à	0.00224767634456	0.0101398459311	0.072328872617	0.18087937081	0.406649302611	0.217072836981	0.11068207508
i	0.00175928514819	0.0112726733104	0.039977153539	0.11950369927	0.41241718087	0.279219918994	0.13585004836
è	0.00131258203273	0.0129146472701	0.023678145413	0.0552065637567	0.329441493623	0.370156389665	0.207290152787
n	0.00100130596091	0.0102287362567	0.0143507377043	0.0279678025856	0.261382411208	0.402126346555	0.282942634262
a	0.00132764755364	0.00687998788557	0.0105220673348	0.0153577462952	0.115115238269	0.585702898852	0.265094418087
n	0.00101276986455	0.00672314976186	0.00624421037827	0.0067953925984	0.0568511892897	0.521897362951	0.400475919362
r	0.00108758090152	0.00599804355395	0.00569273512609	0.00477820076613	0.0373874697632	0.497645854317	0.447410076454
ù	0.00107079270851	0.00370147825132	0.00447259694203	0.00386326068871	0.0192500355877	0.672175584772	0.295466225485
s	0.00260564774417	0.00421178475044	0.00565207738068	0.00474102649624	0.0161163058626	0.499049071591	0.467624085162
t	0.00836718284806	0.00839984898348	0.0102603181269	0.00941381216541	0.0136870422875	0.302065687197	0.647806115054
i	0.0100463304827	0.0110327808278	0.0124654760423	0.0115864090551	0.0124966090958	0.415166175732	0.527206211685
k	0.0088531253609	0.00926984850927	0.0192416690141	0.011797996685	0.00998969153193	0.621648225244	0.319199440562
o	0.010151359787	0.0103429222364	0.0233509180047	0.0131056007283	0.0101928690106	0.631611945081	0.301244356854
</S>	0.0106024553935	0.0124048428682	0.0209158265024	0.0136704066142	0.0128140910053	0.560628697541	0.368963618427
