 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.995757415	0.00086234133	0.00069635588165	0.0005071586335	0.0002218427215	0.000377266996	0.001577633735
n	0.969389038333	0.0101339957967	0.0105362423606	0.00491586061117	0.000745900417167	0.000755511865333	0.003523466645
a	0.960249512778	0.0150584477322	0.0138941006869	0.00605914254039	0.000780379343056	0.000639017514244	0.00331941359167
v	0.657642644259	0.0100035147107	0.0525420207956	0.105164616517	0.0720795607517	0.0724851296972	0.0300825371072
o	0.357781334753	0.121172771237	0.118228813599	0.147914336839	0.0975907290839	0.0972422553657	0.0600697957024
r	0.538844958251	0.162511112746	0.116461357866	0.0630197839463	0.034603639028	0.0336733812552	0.0508857935675
à	0.49001310775	0.0676858732487	0.138686419289	0.172293901649	0.059073990176	0.0242516257517	0.0479950578558
s	0.187549172583	0.0537922710829	0.230524413096	0.275261123883	0.108551576725	0.0711599065839	0.0731615276186
o	0.0663314226277	0.0464341576943	0.210011213032	0.320108474628	0.185684015575	0.0865188321946	0.0849119212062
o	0.0282681783092	0.0195974101981	0.0977565706773	0.341669868209	0.258666811858	0.0702809493982	0.183760242402
s	0.0169078161031	0.0074983330327	0.0420661318924	0.276562112736	0.213843528953	0.0906484151327	0.352473664134
s	0.0149320350344	0.00309051679757	0.0216276903641	0.277657434245	0.286999461318	0.113309488378	0.282383382378
o	0.0120386141448	0.00121824826252	0.00835385978803	0.230380124748	0.413807840439	0.199947129459	0.134254220126
m	0.0056153362816	0.000568652504173	0.00357787579601	0.153201418249	0.52882421348	0.224623696486	0.083588818042
ì	0.00333327319387	0.000591359941391	0.002186012732	0.100085566083	0.55871169116	0.267782862162	0.067309209014
k	0.00356531906462	0.000964761480464	0.00190932801067	0.0490664660277	0.44406750372	0.425074764054	0.0753518196713
a	0.00458756078821	0.00112501702682	0.00157300623689	0.0222952800092	0.278073855573	0.599374468018	0.0929707432238
m	0.00463908916274	0.00112953714227	0.0015916070123	0.0132333360031	0.190961106191	0.692753752673	0.0956915277413
è	0.00294613130425	0.000821121337423	0.00156245117077	0.010705603601	0.16172466173	0.752032334224	0.0702076912471
r	0.00523311488475	0.00250292386914	0.00430275795692	0.0119225748003	0.0971780035767	0.802974978075	0.075885640749
i	0.0106506829616	0.00448399362305	0.00658815165231	0.0136254596001	0.0737558415256	0.676570382692	0.214325461916
</S>	0.0125704479808	0.00447329231153	0.00568137682616	0.0105934358001	0.0410622462628	0.576384826346	0.349234330958
