 	il	lenzuolo	vuole	lavato	</S>
o	0.702315095	0.26517297	0.00316459625	0.0029663434025	0.02638105025
p	0.420590797333	0.238212619	0.107044513017	0.0895765065025	0.14457560025
l	0.153475187111	0.389460055333	0.156234903006	0.118496705791	0.18233317932
a	0.0722288453703	0.748155905111	0.078278321002	0.040114879287	0.0612220831767
ù	0.0329156002801	0.85029566837	0.077383438334	0.017490874829	0.0219144113589
n	0.0115870743834	0.68783291279	0.225806689445	0.0212585276097	0.053514793253
a	0.00939461626113	0.446599967597	0.412641059815	0.0617624605366	0.0696019344177
t	0.00863545178704	0.282751612532	0.565831599938	0.0735577771789	0.0692235648059
è	0.00344468172901	0.171304974177	0.649726966646	0.108092162726	0.0674312019353
l	0.00125050733634	0.104407078392	0.567736208882	0.270712207575	0.0558939809784
i	0.00295755057211	0.0393227109973	0.393961956294	0.486957575858	0.0768001749928
p	0.0059369019907	0.0190471531991	0.225936258765	0.520968891953	0.228110756331
l	0.00442076761623	0.0110552230464	0.108088473088	0.586561263984	0.289874255444
i	0.00260970325808	0.00428786009547	0.0404288786627	0.760618867995	0.192054695148
m	0.00305266035269	0.00342169679849	0.0177052616876	0.763666552665	0.212153815049
è	0.0020903425589	0.0029261243995	0.0089414772292	0.761893434222	0.22414862835
n	0.0010251710143	0.00145403144983	0.0045138344764	0.780667411407	0.21233957945
o	0.0018101611581	0.00156326309994	0.00335069339213	0.546981969136	0.446293949817
</S>	0.00263928297905	0.00195926669997	0.00349709944607	0.322443232568	0.669461174908
