 	è	che	è	entrato	da	qui	</S>
è	0.93807375	0.0043903799	0.0066281025425	0.000265290117	0.003266923025	0.0072638264	0.04011180935
n	0.701842656667	0.0626631417	0.0509155513475	0.00302391089233	0.004870818175	0.0159922538	0.160691743117
a	0.558598405556	0.1771466639	0.0651290421158	0.00633748516411	0.003705899725	0.014318523715	0.174763966339
m	0.418866209852	0.1641532863	0.0532816323719	0.0116099592547	0.008886824075	0.0122594756867	0.330942590746
b	0.167039317951	0.123761763767	0.278260187457	0.0242971107516	0.0119376386917	0.0116623396522	0.383041625849
ì	0.0830610476503	0.132241491256	0.574009762486	0.0677201745839	0.0108090402306	0.00409148119407	0.128066962336
k	0.0461724762168	0.100231943752	0.551781827495	0.132563588195	0.0528048667435	0.00441841861802	0.112026862232
e	0.0423248240723	0.0671633239173	0.309484548165	0.266426522732	0.183837195581	0.022005777206	0.108757809077
a	0.0277854535908	0.0324887219724	0.119142052722	0.262548759911	0.283267785194	0.142450362402	0.132316861359
p	0.0113853029636	0.0147427483241	0.044217985574	0.111324044637	0.207783441731	0.243462810801	0.367083673786
ò	0.0052000631212	0.00627678625137	0.0178011852913	0.047825898979	0.102949533244	0.446796730267	0.373149817929
t	0.0031776323404	0.00325588422712	0.00993167353043	0.034625117093	0.0674442784147	0.547696436756	0.33386899931
t	0.0164044228135	0.00737872240904	0.0112091361768	0.033771254031	0.0541335641382	0.565143952252	0.31195895977
u	0.0235108372712	0.0112573404697	0.00935349125893	0.0180907693437	0.0391258125794	0.686548784084	0.212112939923
</S>	0.0170038181356	0.0107003107349	0.00584597492947	0.0105616576718	0.0230557880897	0.683981292042	0.248851109962
