 	i	bambini	non	si	vestono	da	soli	</S>
t	0.8283372	0.12810464	0.000841461855	0.0021818367225	0.003066128265	0.000234327935	0.00120688545	0.036027515
a	0.583855233333	0.378405406667	0.00316632351833	0.00275987344083	0.00324565166833	0.000246760741667	0.000763986596667	0.0275567516667
p	0.326651324444	0.430824958889	0.0547943105061	0.0452917917803	0.0382723317028	0.00499878492722	0.0160385826789	0.0831279405556
e	0.205513530915	0.48750732963	0.074089405502	0.0600872802601	0.0497912693043	0.00651818788907	0.020970493643	0.0955225658519
t	0.0702426656383	0.789119996543	0.0319893901673	0.0245327660867	0.0191220713714	0.00242520788636	0.00760296196433	0.0549649709506
ì	0.0250863172994	0.882093232181	0.0242911963891	0.0127374446956	0.00903186779047	0.00115605370545	0.00351335168811	0.0420905198169
a	0.0145706352865	0.67615032406	0.200288165463	0.0360601378985	0.0104759513968	0.00348424796848	0.0083459082627	0.0506246311056
e	0.0160976682622	0.303547943353	0.294229675154	0.100878552633	0.0637468181323	0.0133028156562	0.0247049117542	0.183491612035
n	0.0107714538774	0.122142518784	0.147853779718	0.177845214211	0.236156406044	0.0216466558854	0.0334099709181	0.250173964012
i	0.00617740784913	0.0534307172613	0.145857481239	0.27455939807	0.269425042015	0.0265223172951	0.0331947756394	0.190832834671
n	0.00446253003638	0.0291084344204	0.14435632508	0.314787939357	0.250472504005	0.0279777460984	0.0345082942131	0.19432620489
d	0.0145195274988	0.0176445334735	0.123030553027	0.337439829786	0.272985608002	0.0291554986995	0.0500773537377	0.155147066963
ì	0.0190778000996	0.0112308124912	0.133112330342	0.390228109929	0.206865599334	0.0631952075665	0.0762866679126	0.100003434321
n	0.0187860756332	0.0066815358304	0.136469846114	0.296458469976	0.141092101111	0.0699113381888	0.125509642638	0.205090964774
n	0.0177022437777	0.00400548994347	0.120480469371	0.181206139992	0.253369645037	0.0993884883963	0.120249023213	0.203598516258
o	0.0161578388259	0.00216957461449	0.0445559792903	0.120290379331	0.323094611679	0.278499709465	0.088512020071	0.126719890086
t	0.0158035477753	0.00341449493816	0.0172145418634	0.0533764864437	0.264037923893	0.295432518155	0.102667243357	0.248053226695
t	0.00619361359177	0.00350905027939	0.00788971722113	0.0289283921479	0.258419027964	0.195981204385	0.129492504452	0.369586448898
e	0.0106866490306	0.0020984556598	0.00475543804038	0.0142937699493	0.164727224321	0.243226658128	0.213157488151	0.347054269633
m	0.0406685890102	0.00329581425327	0.00512800331346	0.0089003639831	0.116214543107	0.200960711043	0.228071689384	0.396760276544
a	0.0505025020034	0.00420781415109	0.00539616703782	0.00663097159437	0.0875520560357	0.181934602014	0.251759123128	0.412016778848
n	0.0249516831811	0.00479676011703	0.00323880744594	0.00836964203146	0.0727613470119	0.207027934005	0.285305654376	0.393548192949
e	0.011376938907	0.00426987940568	0.00196126258198	0.00837575861049	0.0652014313373	0.142429791335	0.370524131459	0.395860850983
c	0.0167621726357	0.00298309003523	0.00276110222733	0.00522048347016	0.0360310707791	0.0974493421117	0.42144450382	0.417348270328
h	0.0312639842119	0.00339270444508	0.00415211384244	0.00473132629005	0.026161402593	0.0657813110372	0.489493451273	0.375023700109
à	0.0356080630706	0.00413584371503	0.00419307128081	0.00556513403002	0.013668149531	0.0386243720124	0.667559073758	0.230646286703
t	0.0530317930235	0.00458148443834	0.00481984992694	0.00451237661001	0.00659079093367	0.0201682197708	0.641720291253	0.264575215568
u	0.0515249806745	0.00321234239278	0.00402727522231	0.00224610593667	0.00287774146789	0.0102601711236	0.665738730418	0.260112675189
</S>	0.0291072673373	0.00205005126639	0.00236523473115	0.00191046286833	0.00223780233394	0.0067927932118	0.757319415209	0.198216977594
