 	deve	che	entra	da	qui	</S>
è	0.98021902	0.001430189105	0.00304418495	0.000916127888	0.00332319872	0.01106733255
n	0.707105646667	0.0552358457017	0.04169089215	0.00509962916267	0.0165246664733	0.17434337185
g	0.303895657222	0.0741323233339	0.374590717383	0.00640549048756	0.0189193011244	0.22205659155
h	0.116108384074	0.0303862122113	0.769037029128	0.00317750202919	0.00653825682147	0.07475272105
i	0.0553576630247	0.14988112707	0.744209176376	0.0126775301097	0.00695522508716	0.0309193416167
s	0.0299287780082	0.256106232357	0.536059308792	0.0753482043699	0.0209577513624	0.0815997122056
e	0.0257908513361	0.212832160786	0.433854706264	0.195597318123	0.0256291997875	0.106295743069
n	0.0244659921787	0.129398219262	0.299117765421	0.206243356041	0.0524141009292	0.288360580023
a	0.0233481191262	0.0543537524207	0.27959716514	0.21129937868	0.0799079553097	0.351493636674
m	0.0228752781087	0.0301399954736	0.312506015047	0.200194246227	0.0649582151032	0.369326255558
b	0.0113296041029	0.0138523911579	0.476979431682	0.100595999409	0.0373147490677	0.359927850086
i	0.0144932530343	0.0134053607193	0.501699565894	0.311765763803	0.0303841780559	0.128251888262
a	0.0136500919448	0.0128132892398	0.201759674631	0.395201482934	0.272783347019	0.103792106087
p	0.00632906881493	0.00854545907993	0.0883707582103	0.183210402645	0.427684529006	0.285859785362
ò	0.00316577463498	0.00575212693331	0.0504715310701	0.086145801715	0.535588856335	0.318875935121
t	0.00154918164166	0.0032511557511	0.03520146269	0.0385092727383	0.629392838778	0.29209612504
t	0.00256482218055	0.00285511485037	0.05431876423	0.0256469512461	0.633779452926	0.28083489168
ù	0.00249331735685	0.00142355329879	0.04742162061	0.0147456471154	0.777897427642	0.156018413893
</S>	0.00126915262343	0.000726217572395	0.026394209105	0.0080936551077	0.826904478821	0.136612286947
