 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.995757415	0.00086234133	0.00069635588165	0.0005071586335	0.0002218427215	0.000377266996	0.001577633735
n	0.969389038333	0.0101339957967	0.0105362423606	0.00491586061117	0.000745900417167	0.000755511865333	0.003523466645
a	0.960249512778	0.0150584477322	0.0138941006869	0.00605914254039	0.000780379343056	0.000639017514244	0.00331941359167
a	0.892795694259	0.0187799517107	0.0409517087956	0.0052596080168	0.00171830031835	0.00148726426388	0.0390074904406
f	0.56129619142	0.0208885789036	0.183402820932	0.103058217506	0.0171241046728	0.0122305936546	0.101999460147
o	0.39023938714	0.0578819779679	0.247341200311	0.148739778502	0.0247766275576	0.0163950242182	0.114625963382
r	0.53738308238	0.0739151059893	0.19656657677	0.0793497765007	0.0136877061859	0.0090936377394	0.090004137794
à	0.41427956746	0.0334001536631	0.184596288923	0.220989649834	0.0632475047286	0.0161866149131	0.0673002412647
s	0.148382431487	0.0268967685544	0.215925856308	0.336695949945	0.13059496491	0.0715550796377	0.0699489490882
o	0.051292503629	0.0241164270515	0.180144410436	0.370926383315	0.197226818303	0.0949914705459	0.0813020096961
t	0.0210110556763	0.0107003901505	0.0919172251453	0.396841687772	0.196465272768	0.069332174182	0.213732196565
o	0.0138394572254	0.0052492614835	0.0523016555818	0.298282295924	0.242909864256	0.111560418061	0.275857048855
t	0.0105986195751	0.0027041534945	0.0214364580606	0.211470635308	0.261596561419	0.14712337602	0.345070202952
s	0.00667216152503	0.00147723125817	0.0107645189202	0.153467205103	0.289711053806	0.203312712007	0.334595138317
o	0.00388409780834	0.000663783552723	0.00417034370673	0.102636951701	0.339212261269	0.392430030669	0.157002552106
m	0.00245438266945	0.000405112030908	0.00206415340224	0.0721120122337	0.415746630423	0.410203350223	0.0970143620353
ì	0.00207677285648	0.000516754830303	0.00158728170075	0.0557961457446	0.459613123474	0.405279843408	0.0751300766784
p	0.00367228355216	0.00111845772343	0.00175375560025	0.0258025498149	0.326497571158	0.558879114469	0.0822762622261
à	0.00375866750072	0.00115846878781	0.00165134903342	0.0119366460716	0.197297661386	0.711761158156	0.0724360240754
s	0.00925604758357	0.0043576715426	0.00483446937781	0.0084637512572	0.105608871462	0.743230139385	0.124249008025
s	0.0156143621945	0.0126977828475	0.0110917787926	0.0126154080857	0.075492430154	0.706786129795	0.165702082675
i	0.0187752167315	0.0148829836158	0.0124942922642	0.0137675016952	0.0340728063847	0.693438759932	0.212568424225
n	0.0161776409772	0.00927773987193	0.00953939858807	0.0165170195651	0.0408227854616	0.674940519977	0.232724901408
i	0.0100849780591	0.00528373109064	0.00706901402936	0.018580828855	0.0468132711539	0.695384906659	0.216783283803
m	0.0101065406864	0.00421737583021	0.00693181900979	0.0369448686183	0.0759638830513	0.673038235553	0.192797284601
è	0.00734075756213	0.0031303251434	0.00680510766993	0.0459996715394	0.0954946076838	0.709281345184	0.131948184867
r	0.0144975821874	0.00907926691447	0.01779568389	0.0719846558465	0.140096575895	0.656983025061	0.089563204289
a	0.0264626507291	0.0140981349715	0.02482409063	0.0838665892822	0.150525087298	0.53741276502	0.162810680763
</S>	0.0287858303645	0.0121975564858	0.020099646815	0.0577747656411	0.092369676649	0.52209985251	0.266672670381
