 	il	dito	si	gonfiò	</S>
o	0.323640292	0.605042175	0.0050904954	0.013293919385	0.052933155
d	0.145838596667	0.510460865	0.0812887427333	0.050547553385	0.211864268333
à	0.051437706389	0.515873171667	0.109175901578	0.0630011118417	0.260512128644
t	0.054618334963	0.627144537222	0.0432635611927	0.0238510339939	0.251122562081
t	0.061996098321	0.640231292407	0.0386721137309	0.0109174290646	0.248183053507
i	0.0296157784403	0.790613280802	0.0878153512436	0.00574625942153	0.0862093003157
l	0.0121395505801	0.827036076934	0.114070173748	0.00885493014051	0.0378992331052
o	0.01000154896	0.708836282311	0.219150177916	0.0303777823802	0.0316341590351
è	0.00870359238667	0.422821884104	0.408874099305	0.121124650793	0.0384757160117
p	0.00376938039556	0.190055676701	0.387467249768	0.200479496931	0.218228157004
r	0.00260662876519	0.0732663062337	0.255000639923	0.398555025644	0.270571402335
i	0.00339686222173	0.0326146817446	0.153721247974	0.670897641881	0.139369587445
m	0.00943858894058	0.0222322605815	0.0840687793247	0.55847577396	0.325784585815
m	0.0179387356469	0.0205020130272	0.0556025134416	0.509954327987	0.396002381938
è	0.091301870549	0.0277672298424	0.0371153328139	0.632193752662	0.211621810646
n	0.145410760183	0.0341883082808	0.0779979276046	0.523425930887	0.218977100215
o	0.088972209061	0.0216559907603	0.0795675858682	0.555902676962	0.253901556738
</S>	0.0481118530305	0.0136859073802	0.0438607479341	0.674169368481	0.220172113369
