 	io	voglio	che	Maria	venga	qui	</S>
e	0.95374498	0.0160966022	0.001751898925	0.010504355522	0.00178979835	0.00079723084	0.01531511823
v	0.629947337	0.0312931964	0.023281300675	0.0882674615073	0.04286460255	0.0253645619133	0.158981496077
ò	0.235054822667	0.3413469288	0.0300946271917	0.107403273716	0.0560280320333	0.0331555692814	0.196916742126
t	0.105145106556	0.498892052933	0.0431573806972	0.197752961119	0.0213535466944	0.0181700817375	0.115528870809
è	0.0554668955187	0.553079007644	0.0509257575657	0.229168872506	0.00989638659813	0.0131715669008	0.088291451803
l	0.0303134962729	0.707576915881	0.113745729855	0.0922274836353	0.00487031029938	0.0050811000886	0.0461848871343
o	0.0134446545243	0.55173047196	0.280522906618	0.109007951878	0.0107212923331	0.0024021349342	0.0321705234448
n	0.00763139817477	0.35728487732	0.270112738873	0.196218563959	0.020495034111	0.00275157461607	0.145505750548
a	0.0177441447249	0.24222242244	0.247935416291	0.259613557986	0.0446819977037	0.00305975732536	0.184742693416
r	0.0216185752416	0.15113509248	0.22634035543	0.255290552662	0.0695631559012	0.00637119836179	0.269681081039
t	0.0187444674139	0.204965005827	0.174727455143	0.196759027554	0.0963070353004	0.0084324544206	0.30006458068
i	0.0191735064713	0.231783667942	0.172285415048	0.214940112518	0.2474490251	0.0067190264402	0.107649271227
e	0.0109905873571	0.101213992314	0.0865556636827	0.210361007506	0.4639335617	0.0193237901467	0.107621401076
M	0.0189188349857	0.038612661338	0.0351639458942	0.227653285835	0.506178507233	0.0285653530489	0.144907418359
a	0.150690649995	0.0611428540127	0.0196741339647	0.265660865278	0.379652059078	0.0232233983496	0.0999560517863
r	0.186183745998	0.0704636328376	0.0228379149882	0.201787928426	0.381417723026	0.0267676204499	0.110541464929
ì	0.0979938863327	0.0420262257792	0.0208737220294	0.122504335142	0.458316491009	0.14404244515	0.114242934976
a	0.0642235705776	0.0438647925931	0.0173148647098	0.0665777240473	0.55533821367	0.20100750505	0.0516733283253
e	0.0234722593592	0.035204520531	0.0188543935699	0.0480749520158	0.495379454557	0.290463441683	0.0885509594418
t	0.00994122515307	0.020012911977	0.0118336845233	0.0238263010053	0.231089674852	0.320842407228	0.382453799814
t	0.012161553051	0.034758493459	0.0106764591744	0.0115148914018	0.0969147616173	0.398004529076	0.435969327938
ù	0.0120146651737	0.0396548710197	0.00814063603813	0.00465854833393	0.0442876613391	0.701772376359	0.189471286313
</S>	0.00634106132185	0.0220130503098	0.00419649998907	0.00256244886696	0.0243451468695	0.81526358818	0.125278266656
