 	voglio	che	Maria	viene	domani	</S>
t	0.632316835	0.030759115	0.247168714	0.0355741445	0.0149053217	0.0392759
è	0.604533135	0.0177934995667	0.246867156433	0.0339225538333	0.0154302482333	0.08145343
l	0.502603885	0.0235857127556	0.0914628525777	0.0205692774444	0.0110841217444	0.35069414
o	0.236778506667	0.305436127585	0.0485890938592	0.0095851315648	0.0069579268048	0.392653203433
e	0.125953815222	0.396411464862	0.25989458562	0.0112212484383	0.0138389088249	0.192679947911
M	0.0707150864073	0.149166676287	0.513529215207	0.105973407146	0.0334597039416	0.127155843637
a	0.0549521011358	0.056616078529	0.671100071736	0.139972174715	0.0292853017472	0.048074203879
r	0.0366752263786	0.0349560336097	0.796348537245	0.084579811905	0.0253624910157	0.0220778976263
ì	0.0882207757929	0.0317719805366	0.673838225748	0.156226885302	0.0324755090052	0.0174666848754
a	0.099531035931	0.0221703391789	0.654934465249	0.183096755101	0.0254957780017	0.0147716616251
n	0.040688510977	0.0146858231263	0.53294741175	0.114863408367	0.0520478110006	0.244767036208
a	0.0869313053257	0.0418994814421	0.34779331725	0.100850382789	0.0715570446669	0.350968465403
r	0.101078502775	0.051068146714	0.26524857675	0.0952178775963	0.0884631525556	0.398923741801
t	0.322246428592	0.0350852794713	0.0982683699167	0.0587605698654	0.0802474685185	0.4053919156
i	0.483911432864	0.115240400824	0.0764952433056	0.0436572506218	0.0704334158395	0.210262273533
à	0.253503545921	0.126291586558	0.0662646266352	0.0703539852073	0.34337359728	0.140212624511
v	0.085768965007	0.044806394636	0.0259276830784	0.0667661084024	0.492765932427	0.283964874837
v	0.182865059736	0.0483688143787	0.0124717239261	0.0319384126341	0.274956454142	0.449399511612
r	0.500633719912	0.0631754214596	0.00603719477537	0.0144908582447	0.104615502714	0.311047318871
i	0.564295993304	0.0557112471532	0.00946031515846	0.00662489934823	0.038002531038	0.325905034624
</S>	0.448548876652	0.0555880835766	0.0149679340792	0.00466019577412	0.020609498719	0.455625417312
