 	che	consuma	poco	benzina	</S>
n	0.486253425	0.1640506385	0.00858420805	0.0117553585	0.32935642
a	0.455626481667	0.2591344695	0.0104919806833	0.0101962633	0.264550843333
k	0.373991350556	0.310910383167	0.0153990555611	0.0553903779	0.244308844444
o	0.190660240185	0.528270427722	0.021694825187	0.0692023341333	0.190172170148
n	0.0785475787283	0.604460779241	0.0789426460623	0.0281436018778	0.209905405383
s	0.0484761705761	0.599664109747	0.115985645354	0.0165889362926	0.219285141794
u	0.0414539108587	0.751996269916	0.0908692817847	0.0107765375975	0.104904044931
m	0.0300400196196	0.645745799972	0.0790953772616	0.0574515413658	0.187667345977
è	0.0202339516732	0.447019776657	0.179427889087	0.0881661637886	0.265152268659
t	0.0114974533577	0.315741125552	0.223675798362	0.109004924596	0.34008071622
s	0.0107089431192	0.210232915184	0.359717184787	0.106214030865	0.313126955407
i	0.0164998593731	0.154711599728	0.606164394929	0.0634722936217	0.159151885136
a	0.016683787791	0.0982886812427	0.693997681643	0.0569542335406	0.134075621712
l	0.006881249247	0.0484795571142	0.707169627214	0.0622573528469	0.175212207237
ì	0.00247749919233	0.0175297819381	0.689480689071	0.113568680949	0.176943352412
o	0.00109207847078	0.0116596871794	0.650720643024	0.188847170316	0.147680394137
b	0.0167305731036	0.0161459327265	0.427272411008	0.290960396772	0.248890661379
e	0.0245835787012	0.0159119382422	0.169135220503	0.480232478924	0.310136773793
n	0.0114022661004	0.0100240810807	0.0774739353343	0.486387842975	0.414711837931
z	0.0084558355668	0.00508041296023	0.0464314482781	0.534684120992	0.405348135977
ì	0.0077126844556	0.00220605298674	0.0174375669927	0.735044430331	0.237599258659
n	0.0190529800852	0.00214415149558	0.0072292276309	0.703463843444	0.268109839553
a	0.0292604363617	0.00795930059853	0.00426815117697	0.562120394481	0.396391733184
</S>	0.0251981926809	0.0130420852993	0.00394406468848	0.48916826724	0.468647381592
