 	non	ci	dimentichiamo	mai	</S>
e	0.631673515	0.0849476815875	0.007519626595	0.004781484645	0.2710777035
n	0.311432353	0.0950405698625	0.279563522198	0.010067234215	0.303896297833
è	0.322617089	0.107571869287	0.420664587399	0.00878731982167	0.140359133278
n	0.330311654667	0.270897713096	0.277865359133	0.00736775635722	0.113557581759
a	0.122511146956	0.580556747699	0.182918168044	0.00712979888574	0.106884180753
a	0.042463327952	0.526526118566	0.233084564348	0.00867428272858	0.189251713751
l	0.0151967204973	0.187793726072	0.545335578116	0.0122936742429	0.23938031625
l	0.00527800595577	0.0631811822073	0.803385259372	0.016797415081	0.11135813275
i	0.00328883216192	0.0255921417024	0.727996539791	0.125319669694	0.11780279325
m	0.00315636105397	0.0227332875675	0.554234966597	0.270285696565	0.149589691083
o	0.00632979835132	0.0194289920892	0.380202478866	0.348278938855	0.245759800361
n	0.00685717953044	0.00853303886307	0.243264149622	0.308107436285	0.433238176787
i	0.00375387592348	0.00420189082102	0.178274876541	0.423037922095	0.390731415596
s	0.00269944175783	0.00274853753034	0.110419118847	0.470489374032	0.413643545199
t	0.00198384336928	0.00170821936678	0.0867787472823	0.528383901344	0.381145334066
ù	0.00175327185643	0.00122825664893	0.0722572834274	0.719575510448	0.205185727022
m	0.00298201768548	0.00243936944298	0.0695754154758	0.713423470149	0.211579729007
e	0.00440161849516	0.00375039318099	0.0327391976586	0.687532556716	0.271576206336
s	0.00320064319839	0.00593304486033	0.0232553073862	0.520400118905	0.447210872112
t	0.00407715349946	0.00796069762011	0.0200896779621	0.536490982968	0.431381507371
a	0.00759041116649	0.0239885302067	0.0577869948207	0.618078504323	0.292555579124
m	0.0100128493888	0.0651615424022	0.0851611082736	0.513577288108	0.326087206375
à	0.0082957162296	0.0599948755341	0.0880948760912	0.527395216036	0.316219312125
i	0.00664019950987	0.028864391578	0.208411668697	0.520257425345	0.235826297375
</S>	0.00716872175493	0.027462923289	0.307954599349	0.466253642673	0.191160083687
