 	viene	fabbricato	</S>
è	0.979394315	0.002106273	0.0184994245
r	0.811648485	0.0861413481333	0.1022102355
k	0.703726568333	0.142680056044	0.153593415167
e	0.722047779444	0.115422315348	0.162529918389
t	0.499969809815	0.161470015116	0.338560192796
e	0.254340321605	0.338185751705	0.407473930932
f	0.196060128868	0.459622977235	0.344316900311
a	0.142757390623	0.564944719078	0.292297883437
b	0.053754013541	0.661601873026	0.284644097812
b	0.0520826301803	0.481974921009	0.465942419271
r	0.0767995300601	0.271000420336	0.652200006424
i	0.0539905226867	0.364516290112	0.581493182141
k	0.0202904834289	0.603142163371	0.376567344047
à	0.00831381940963	0.59909667779	0.392589468016
t	0.00497627263654	0.529418249263	0.465605472672
o	0.00443566964551	0.387172853754	0.608391504224
</S>	0.00478713632276	0.214074582877	0.781138322112
