 	ho	cosa	a	fare	</S>
è	0.956568975	0.018929426115	0.00828711435	0.00254540902	0.0136690472
c	0.661096701667	0.112831068705	0.0300392367833	0.00874845834	0.187284479067
h	0.341090920556	0.203893402902	0.178532235594	0.0344940051133	0.241989402356
o	0.219151333519	0.419610024301	0.225323255198	0.0390787581711	0.0968366417853
t	0.094334781673	0.684701874767	0.126919075066	0.0166236700237	0.0774206172618
i	0.0400993380577	0.600385324922	0.247570915022	0.0257294398412	0.0862149807539
k	0.0214271930192	0.323196100641	0.359499381674	0.0795488322804	0.216328513585
à	0.00856470853973	0.139624313214	0.396223860558	0.195808584093	0.259778564528
i	0.00474775864658	0.0686564380713	0.343555356853	0.379749094698	0.203291381509
</S>	0.00358143172329	0.0441872885356	0.230859648426	0.485582647349	0.235789015755
