 	deve	essere	bianco	</S>
è	0.73130073	0.147304981	0.06476312	0.0566312075
n	0.491012446667	0.354592427	0.04435619	0.110038970833
a	0.394935065556	0.460983482333	0.022696778	0.121384700711
è	0.332745690852	0.588921387444	0.0360598456667	0.042273096337
n	0.113753307951	0.666324859148	0.103100216889	0.116821651112
e	0.050194456317	0.645646653049	0.153353622296	0.150805286371
à	0.028572016439	0.565746781016	0.341158674099	0.064522510457
s	0.0108927524797	0.291840475672	0.557602778033	0.139663969152
p	0.0040815818599	0.110831908557	0.705986512678	0.179100003051
r	0.00200965221997	0.0427866418523	0.869393237559	0.0858104853503
o	0.00293607863999	0.0186362039508	0.853450545853	0.124977146117
</S>	0.00428719881999	0.0133406404754	0.787045172927	0.195326943059
