 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.42388338	0.15332698	0.030664039	0.0072797222	0.0019847652	0.0110320738	0.019915708	0.351913315
t	0.17098641208	0.323850573333	0.121150883	0.0302703217333	0.00319380366667	0.0111401772333	0.019590416	0.319817405667
è	0.0581100387733	0.638565424444	0.139290231333	0.0345397863444	0.00318397551556	0.00441755163877	0.00772637387333	0.114166642692
l	0.0222776109244	0.725485374815	0.0769964807777	0.0204036725481	0.0435126595985	0.00781897480726	0.0227693264978	0.0807359377007
i	0.00979234450813	0.695599658272	0.0991708669259	0.0309275688494	0.0574631495995	0.00962273693575	0.0277707529413	0.0696529562336
f	0.00388351653604	0.610858629424	0.220783998975	0.0672508062831	0.0284711449332	0.00896179931192	0.0129825914224	0.0468075377445
a	0.00219628601201	0.453170243141	0.345821702992	0.120266135428	0.0201946473111	0.00949459623731	0.00827229835413	0.0405840969148
m	0.00184240643734	0.348720117714	0.371232834331	0.149064398476	0.077442199437	0.0153433242124	0.00631467899804	0.0300400199716
è	0.00109144661245	0.230452249238	0.372777044777	0.234244202825	0.106886011812	0.0192750537375	0.00671938589935	0.0285545689905
n	0.00069095510415	0.152865003079	0.327499728259	0.276441834275	0.186905422604	0.0175674485792	0.00898077853312	0.0290488013302
o	0.00186625523472	0.085899205693	0.211993252753	0.296637581425	0.272254477535	0.0898453965264	0.0118905731777	0.0296132574434
o	0.00230017677824	0.045461558231	0.103499518251	0.263790055142	0.184651975845	0.347496358842	0.0222595810592	0.0305407728145
l	0.00105184050941	0.0193164752103	0.042065736817	0.120025849381	0.216950081948	0.391757689614	0.141332371686	0.0674999256048
i	0.00312578205314	0.0268722902034	0.0225802590057	0.073155286127	0.392080113983	0.236365779871	0.174848264229	0.0709721828683
m	0.00472943195105	0.0313818065678	0.0248545953352	0.075317106709	0.532502547994	0.17334687329	0.102667865076	0.0551997652894
i	0.00449498391702	0.0229548176893	0.0214081734451	0.0560362102363	0.422461262665	0.29423192443	0.128896721692	0.0495159297631
a	0.00356242285234	0.0201136048964	0.012523682815	0.0273595542121	0.175120630222	0.552473541477	0.167503730564	0.0413428412544
f	0.00127571039745	0.0093258818988	0.00598754875833	0.0114339753374	0.095738316074	0.484758830492	0.296663270188	0.0948164604181
o	0.00163808119915	0.0216773832329	0.00507943340611	0.00629858091247	0.0777191406913	0.265319700164	0.500606310063	0.121661362139
r	0.00174377207438	0.0255888799343	0.00456984726204	0.00374285463749	0.0433950715638	0.167501385055	0.621913856688	0.13154430938
à	0.000590192789293	0.00893559523477	0.00167200940401	0.00152319427916	0.0270846688546	0.0973602573517	0.743515535563	0.119318541793
</S>	0.000297073279396	0.00486039921739	0.000905373487005	0.00089412373958	0.0247254529273	0.0591379546758	0.833203992782	0.0759756588965
