 	se	vieni	a	casa	ogni	sabato	</S>
a	0.418113799	0.0240328595	0.0044174859	0.002100485915	0.0012281306	0.017688044	0.53241916
n	0.14073156602	0.130714543833	0.1291710452	0.040087374505	0.001988769	0.015991508	0.541315176667
è	0.047001076225	0.493424307944	0.170507183267	0.0519087680683	0.00192247460667	0.00792929771533	0.227306980069
r	0.01614092234	0.615354319315	0.0964501876223	0.0325538049228	0.00125511794222	0.00788866328711	0.23035710787
t	0.00585904109533	0.567530853105	0.125302767541	0.0602731473076	0.00158025591407	0.0079927501057	0.23146124507
i	0.00209844096378	0.582633807702	0.227415692514	0.102098692436	0.00419330037136	0.00308432897857	0.0784757958033
è	0.000832059068927	0.452868912567	0.256867430838	0.159415017479	0.0781171697905	0.0125660362595	0.0393334349344
s	0.000354814227309	0.298788764189	0.269707170279	0.227399615826	0.10648064093	0.0235122304198	0.0737567763115
s	0.000183139704103	0.15528524473	0.31752671676	0.387559771942	0.0480679686433	0.0176491668066	0.0737279674372
u	0.000462880556368	0.0722789585767	0.243262252253	0.570519157314	0.0661565702144	0.0140616826022	0.0332584844791
k	0.000865935585456	0.0326040398589	0.170354650751	0.622958635771	0.0708828074048	0.0208945828674	0.081439331493
u	0.00164759156182	0.0202251026196	0.126549481584	0.606715711924	0.110361133135	0.0315245229558	0.102976436164
à	0.00159984012927	0.0151523130732	0.0677246053947	0.458999417308	0.317223711045	0.0748079296519	0.0644921630547
i	0.00060936496509	0.0117512245577	0.0351383253316	0.281724969103	0.401913617015	0.159056559884	0.109805909685
s	0.000396246578363	0.0091471471859	0.0249440221105	0.195755919701	0.319534222338	0.232229386628	0.217993036562
à	0.000260089193454	0.00736390106197	0.0123965411368	0.121408985234	0.318565114113	0.335480912209	0.204524462187
m	0.00227407192182	0.00750643168732	0.0109277464789	0.131054757078	0.375274461371	0.335785087403	0.137177437396
b	0.00321750771727	0.00563922772911	0.0118782251596	0.129650787026	0.489041520457	0.262327569134	0.0982451517987
a	0.00198548131576	0.0048273380097	0.0118330407199	0.0597106501087	0.386748509152	0.454828833045	0.0800661299329
</S>	0.00194362665788	0.00461987790485	0.0138213283599	0.0337082247043	0.199948258076	0.643617496522	0.102341144966
