 	non	ha	che	li	aspettiamo	</S>
e	0.420032605	0.087427845	0.0900753408	0.03072046862	0.0152995579	0.356444195
n	0.378272211667	0.214069388333	0.122227436933	0.0501617808733	0.0157304211667	0.219538735
è	0.360092463889	0.422290329444	0.0741084611777	0.0389405419578	0.00955402825557	0.0950141393333
n	0.37692726463	0.450536986481	0.0985381459259	0.0216824519859	0.00687540735186	0.0454397271111
a	0.249612438343	0.383993105494	0.228494681975	0.0274278549953	0.0130112477173	0.0974606453704
t	0.093347438581	0.290926391831	0.358051333992	0.0695682916651	0.0180290482391	0.170077495123
u	0.042067362627	0.152672810944	0.294311502997	0.250922980555	0.0666733677464	0.193351991708
s	0.0696934316423	0.0714931273147	0.164265292666	0.340716503518	0.0901772809155	0.263654347236
m	0.0799260662141	0.0651533391049	0.115977461889	0.395104177839	0.118621245305	0.225217679079
ì	0.0343847184047	0.0512122363683	0.0501334473963	0.491372812613	0.213586958435	0.159309833026
n	0.0170483148016	0.0225651084561	0.0200952912321	0.600823657538	0.200585521145	0.138882121009
o	0.00897164783387	0.0109708840187	0.010266837644	0.584505872513	0.234942325382	0.150342417003
m	0.0135305525113	0.00914156053957	0.0164289267813	0.532820857504	0.269871541794	0.158206534668
e	0.0162923655038	0.0107119385132	0.0189782610604	0.457564649168	0.289178270598	0.207274480556
</S>	0.0127927672519	0.0124757902566	0.0111452387302	0.293468599584	0.359069670299	0.311047890278
