 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.797612165	0.110466768	0.005186109935	0.022929298985	0.003555145885	0.00174646383	0.00112938755	0.057374659
è	0.620829721667	0.286957776	0.00531845030167	0.0235865394617	0.00356373031167	0.00174937389333	0.00121535183667	0.0567790939
o	0.414164310556	0.474134048667	0.0205515987572	0.0108889812872	0.00355928912056	0.00183616264778	0.00224166336556	0.0726239755333
p	0.206768300185	0.377238049556	0.0327271812524	0.0382925277624	0.00786378280685	0.00796452138259	0.00535163098852	0.323793998511
p	0.0818523050617	0.474477926519	0.0217072744175	0.0457192383875	0.00763938730228	0.0087836309942	0.00485970071617	0.35496050747
ò	0.0431664766872	0.761020265506	0.0425726238058	0.0216532479292	0.00598994146743	0.0029973317614	0.00257162385872	0.120028484223
r	0.0360773138957	0.660901325169	0.0677449729353	0.11127254531	0.0270493671558	0.00342504625047	0.00351721128624	0.0900121985077
k	0.0327751272986	0.55427288839	0.132445525978	0.153359269437	0.0418457680519	0.00352630418682	0.00296706264875	0.0788080248626
e	0.0218660810995	0.41413246813	0.416217408659	0.081744627479	0.034931241684	0.00193656696561	0.00166407883625	0.0275075154809
t	0.0144087950332	0.182319408043	0.436185821553	0.247191592493	0.0462884105613	0.0127674578885	0.00448545311208	0.056353060327
e	0.0140389520111	0.0900640440143	0.252623882518	0.334317730831	0.19280825352	0.0330284926295	0.00898967603736	0.0741289917757
e	0.013753655837	0.0369124040048	0.189004793173	0.17844751561	0.376546251173	0.0949490822098	0.0213003273458	0.0890859755919
t	0.00769466184567	0.0173652620016	0.0751346728577	0.15723862387	0.324837578724	0.110493971737	0.0387258541153	0.268509375197
r	0.00870449634856	0.00948674600053	0.0290454950859	0.14979080129	0.320422887908	0.115943934912	0.0581651047051	0.308440518399
ò	0.00852603768285	0.00661915633351	0.013273733062	0.0856190197633	0.440658312636	0.133087414971	0.160162188235	0.1520540928
o	0.00415173749428	0.00709019477784	0.00590516218733	0.0540794205878	0.525297154212	0.114273111657	0.199489439412	0.0897137776
p	0.00507340253143	0.00828844825928	0.00361924972911	0.0423556581959	0.470884811404	0.135241630552	0.118210276471	0.2163265292
ò	0.00505104921048	0.00668634391976	0.00227176164304	0.0279189575986	0.243236159468	0.112021095851	0.34510577549	0.257708843067
s	0.00461384243683	0.00534613030659	0.00172569451435	0.0162286710662	0.129953425489	0.0871322542837	0.475908915163	0.279091077689
s	0.0180149714789	0.00551344693553	0.00219301793812	0.0118325515887	0.097146279163	0.0987415894279	0.477217265054	0.289340877563
a	0.0243743221596	0.00456242544518	0.00294254797937	0.00528857652957	0.0452215341877	0.0672571751426	0.671738338351	0.178615034188
t	0.0129835477199	0.00448801351506	0.00250078309312	0.00726683760986	0.0180151766292	0.0510611757142	0.665449536117	0.238234901396
è	0.00474186326663	0.00350197744835	0.00108823982771	0.00790973793662	0.00831689254307	0.0438056355714	0.715743535372	0.214892130465
l	0.00170334034888	0.00178688549278	0.00042180847257	0.00542176827887	0.00581686008102	0.0244225428571	0.785284711791	0.175142086822
o	0.00416134101629	0.00233024619759	0.00140113665752	0.00473383239296	0.00521716142701	0.0181533577524	0.652019730597	0.311983188941
</S>	0.00731771100814	0.0031043366988	0.00252518232876	0.00324919979648	0.0033265223135	0.0101158080762	0.571768355299	0.398592884471
