 	è	che	stanno	ancora	alzati	</S>
è	0.76552875	0.00604361285	0.00122663809	0.00149521288	0.0685692992	0.157136534
n	0.517089413333	0.0950718262833	0.04724525253	0.00212379122667	0.0940423984	0.244427344667
a	0.409360201111	0.293065112094	0.0672603891767	0.00201057844222	0.0576996845267	0.170604016276
s	0.30668042037	0.290702392365	0.117248504726	0.00194174618074	0.0326992065689	0.250727716812
t	0.16124736679	0.330377935788	0.196665368242	0.00841856239358	0.0243282673863	0.278962523371
a	0.105776200597	0.419154345263	0.257227719414	0.110936205465	0.00843617413543	0.0984694088903
s	0.047350686199	0.237709678221	0.281025276471	0.138882288622	0.0202098455218	0.274822296297
ù	0.0303702203997	0.087382387207	0.432698778824	0.078112891674	0.0281330878406	0.343302677766
n	0.0210681763999	0.038853476569	0.645837972941	0.0747884292247	0.0172617606135	0.202190171589
e	0.0086633089333	0.019293041023	0.510010594314	0.309491033075	0.00996749753783	0.14257449503
a	0.0055496955111	0.0170911806743	0.241274686771	0.506589394358	0.0797033988459	0.149791626177
n	0.00384455727037	0.0129095195248	0.0946228224237	0.305826077153	0.149505472949	0.433291532059
k	0.0561439031901	0.0137864924749	0.287033922308	0.105909833084	0.0985433586497	0.43858248402
ò	0.129068481063	0.033802329825	0.597986540769	0.042301099028	0.0366976277166	0.160143910673
r	0.104633673688	0.0346852374417	0.48895826359	0.286165542676	0.0151655460722	0.0703917495577
a	0.065160339896	0.0545270186472	0.215091911197	0.607203480892	0.0116795073574	0.0463377705192
o	0.047422145632	0.0628242512157	0.0899529027323	0.488897073631	0.213364431452	0.0975391875064
r	0.0169403117973	0.0262532594052	0.0362183609108	0.206542036997	0.321366193817	0.392679822502
t	0.0257745145191	0.0270419271351	0.0526399013036	0.098574708119	0.241308481272	0.554660454167
ì	0.0287613571064	0.0272841888417	0.0606359174345	0.067111492373	0.425983923757	0.390223104722
</S>	0.0146367204532	0.0137301241158	0.0349069842172	0.0406106856865	0.600150741878	0.295964732361
