 	non	so	cosa	stai	scrivendo	</S>
e	0.401027407	0.034192065	0.0309012576	0.0038464193	0.07697758265	0.45305528
n	0.1577975268	0.201709631667	0.105938610533	0.0179816500667	0.0828041922167	0.433768376667
e	0.0589969894	0.553361923889	0.127288117844	0.0224282145889	0.0356984213389	0.202226323056
t	0.0257816278333	0.612097387963	0.133354416948	0.023639827763	0.022552536713	0.182574205185
s	0.00937788244443	0.507220762654	0.268140832316	0.0250059432543	0.0184942178377	0.171760374028
è	0.00372448378148	0.578657574218	0.288679150772	0.0494044634181	0.0141114725459	0.0654228686427
r	0.00158836979383	0.722345731406	0.162550030257	0.069175817806	0.0120837545153	0.0322563212142
o	0.00078394687461	0.564806673802	0.333490263419	0.0780088209353	0.00765723567177	0.0152530797381
e	0.000536577228203	0.213743217667	0.61839170114	0.104552048645	0.0364339787239	0.026342467246
s	0.000403414889401	0.073777838289	0.485386877047	0.182288169548	0.0972392912413	0.160904400415
ù	0.0002699479398	0.0300977460963	0.207040784016	0.475988149849	0.0936055677471	0.192997830138
t	0.0001820003966	0.0198469813654	0.110103779672	0.72269919995	0.0480405989157	0.0991274567127
i	0.0005863913922	0.0159762744551	0.131543126557	0.628824439983	0.139386378639	0.0836833822376
s	0.0007907114774	0.012036564485	0.124399535519	0.380717839994	0.248691906213	0.233363464079
t	0.0012426888058	0.0115790541617	0.0753015608397	0.181417238665	0.434607962071	0.295851524693
e	0.00170377693527	0.0122482603872	0.0462323516132	0.0753771882217	0.68941372069	0.175024701564
g	0.00165340527842	0.0127652547957	0.0432190528711	0.0525051010739	0.700931883563	0.188925310521
r	0.00323805359281	0.0131500175986	0.0405017062904	0.046263105858	0.721330971188	0.17551617684
à	0.0031770944076	0.0170015065329	0.0162538779301	0.035814529786	0.750704523729	0.177048478947
f	0.0127090364792	0.0272637198443	0.00791377864337	0.0672109205953	0.623541841243	0.261360692982
i	0.0171688186931	0.0270378909481	0.00768498771446	0.0638326700984	0.607388503748	0.276887120994
</S>	0.0105729581465	0.020993123474	0.00874694285723	0.0352761498992	0.661737536874	0.262673295497
