 	Marika	è	che	si	sposa	domani	</S>
M	0.94690965	0.019717774	7.6790852e-05	8.210508e-05	0.00152744366975	0.011856526827	0.019829700817
a	0.905119296667	0.0821814573333	0.000382816690667	0.000108144906667	0.000518425735083	0.003993240179	0.007696582717
r	0.895515122222	0.0986094917778	0.000528633380222	0.000129253034222	0.000183536216361	0.00136823296133	0.003665691437
ì	0.876255950741	0.121492236593	0.000289057760074	0.000101149446741	7.77831681203e-05	0.00048795979011	0.00129586202367
k	0.644749926914	0.230868512198	0.0111677371367	0.0767787915056	0.00246360747937	0.00239471418337	0.0315767209212
a	0.357794922305	0.387070817399	0.0806256190456	0.120076349502	0.00926765515979	0.00318560820446	0.0419790284071
è	0.207452837435	0.5177549858	0.117791253015	0.0708727745007	0.0253978060533	0.0165877062115	0.044142642569
n	0.123019510812	0.3936531086	0.0991554293383	0.0982039438336	0.0283734503511	0.0546947944038	0.202899762523
a	0.0570882472707	0.1842979342	0.172747068113	0.221029921278	0.081763975117	0.0541708731346	0.228901962841
r	0.0351616905569	0.0790185654	0.172822076038	0.229892525093	0.0974224617057	0.0373516387115	0.34833103628
m	0.0146129861523	0.0586583378	0.101096492013	0.306163119698	0.0363343783352	0.0313971970705	0.451737525427
a	0.00993363771743	0.0520081376	0.113246404004	0.481999406566	0.102946623878	0.0156396328568	0.224226211809
s	0.00762475383914	0.0235081132	0.0865448785013	0.360714945522	0.128829122293	0.0640581232856	0.32872009727
t	0.00540890137971	0.0152729440667	0.0448484600004	0.310480808507	0.076338228431	0.0946284900952	0.453022202423
ì	0.00481287402657	0.0118376488889	0.0291170986668	0.289903408836	0.103847506144	0.290682665698	0.269798827474
à	0.00270748157552	0.0064782579963	0.0103862058223	0.119665709279	0.0985527773813	0.609699635233	0.152509944158
v	0.00125592314851	0.0038936841821	0.00413483694077	0.051591163093	0.0490077247938	0.555363375078	0.334753309719
v	0.00167718557284	0.00935192807737	0.00444754704692	0.0506240206977	0.0363993895979	0.288580540026	0.60891940324
r	0.00547377509095	0.0180381670258	0.0164113816823	0.139262880233	0.0531303375326	0.166710128342	0.60097336108
i	0.00760170319698	0.0180305213419	0.0201968173274	0.155628510078	0.0478646638442	0.105863625114	0.644814213693
</S>	0.00684944384849	0.0162660626709	0.0136628258137	0.100624055039	0.0328413989221	0.056835911057	0.772920356846
