 	dovevo	comprare	il	pane	</S>
ì	0.99726062	0.0004017914	0.000364087267	0.00037316278	0.00160030493
c	0.994564873333	0.000925325766667	0.001710239589	0.00103392715333	0.00176559986333
h	0.982424291111	0.0104505620556	0.00316194522967	0.00195734205111	0.00200587105444
a	0.981692463704	0.0132678520185	0.00239469140989	0.0014702630447	0.00117475120148
n	0.876784054568	0.0467661506728	0.0664725086033	0.00206525260923	0.00791205115049
a	0.817956118189	0.0653800828909	0.0909105743678	0.00393263373641	0.0218205640502
a	0.79685517273	0.0318685485636	0.0914829029559	0.0167385791121	0.0630547313501
f	0.51762237091	0.0159567887879	0.325381324319	0.045602213704	0.0954372871167
o	0.44981815697	0.0179089112626	0.37074311644	0.057280587568	0.104249205706
r	0.598766492323	0.0177822510875	0.253318397147	0.0415568831893	0.0885759342353
à	0.485067917441	0.0105629911625	0.384249182382	0.0545210093964	0.0655988670784
s	0.23963915968	0.0188490901875	0.388993147461	0.248131038465	0.104387542359
o	0.08240019476	0.0197089096625	0.205580258154	0.488132379488	0.204178240786
t	0.03216993892	0.00799572762083	0.109426415051	0.532107816496	0.318300056929
o	0.0198548203067	0.00373758960028	0.0673895281503	0.587420638832	0.321597378976
t	0.0232546457689	0.00215044856009	0.0346732175168	0.574886639611	0.365035052992
s	0.0212584745896	0.00164287110336	0.0238173255723	0.61982832987	0.333453024331
o	0.0136683108632	0.00079637477112	0.0089454242241	0.734185976623	0.242403941444
m	0.0109544477877	0.000847275743707	0.00620819004137	0.759476725541	0.222513400481
ì	0.00868288092923	0.000988295561236	0.00516969558046	0.790088641847	0.195070546827
</S>	0.00752213871462	0.000842659400618	0.00310085464023	0.770802470923	0.217731953413
