 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
e	0.47100736	0.50685539	0.0031352093	0.001516113895	0.000374157037	0.0030870525775	0.00034033918375	0.0003570957979	0.00032774055	0.001090762964	0.00345056803875	0.0084582227
j	0.199710783333	0.467031603333	0.0935277353667	0.010841357395	0.00605893120367	0.0081709113775	0.00058695393375	0.000524421414567	0.00123775591667	0.000462671474	0.00700763587208	0.2048392297
i	0.0751959814443	0.468027207778	0.139769445122	0.0149024587983	0.00836096116789	0.0106715399258	0.00069762969125	0.000632368511522	0.00155577499222	0.000360619521333	0.00819975305736	0.271626203567
n	0.0364328224814	0.660021169259	0.146680621707	0.0117527259328	0.0084338354893	0.0080783331086	0.00044998573375	0.000416145410507	0.00189191835074	0.000439074660444	0.00389804085245	0.121505328189
è	0.0233979951605	0.727362823086	0.149179456569	0.0104360799776	0.00821406932977	0.00651793485287	0.000376559634583	0.000328162996836	0.00200216544891	0.000370432930148	0.00251533028415	0.0692990281197
k	0.0712775877202	0.726298284362	0.0953235081897	0.0185025096592	0.0126396079433	0.0116996897676	0.00397464507819	0.0129602325256	0.00148804461497	0.00228851238672	0.00111347418472	0.0424339280966
a	0.0828057460734	0.441873236121	0.34384064273	0.0365552415531	0.0175192376478	0.0159214859225	0.0054748332594	0.0173749575952	0.00136021629166	0.00329018462891	0.000592927461907	0.0333912980389
t	0.0294501675245	0.18070704004	0.620257347577	0.052126834851	0.0328917032159	0.0198752946408	0.0026437447198	0.00650575935173	0.00414225955055	0.00195335080964	0.000890367330969	0.0485561480196
è	0.0116718209415	0.0751777133467	0.711377932526	0.0721084732837	0.041127428072	0.0208759672136	0.00216103163993	0.00322322471724	0.00522415265018	0.00125133114988	0.00142630651032	0.0543746541732
l	0.00469279731383	0.0442306177822	0.767563944175	0.0835750210946	0.036903270024	0.0206961924045	0.00557278487998	0.00537749143908	0.00256279298339	0.00181101106329	0.00170217800344	0.0253119295577
i	0.00224554423794	0.0270894211607	0.707766164725	0.136002363698	0.0577282136747	0.0317096698015	0.00925116729333	0.00749951747969	0.00177475739446	0.00266411328776	0.00137287887781	0.0148961961359
n	0.00158403874598	0.0106297476202	0.593034031575	0.199737194566	0.0965564162249	0.0428498842672	0.00713766416444	0.0049961737599	0.00343098923149	0.00198863622925	0.0011399486026	0.0369152349953
a	0.00202864878199	0.00541615630673	0.455714413858	0.284247854855	0.136248882075	0.0518116957557	0.00677743845481	0.00469425218663	0.00409036017716	0.00281456307642	0.00122019185087	0.0449355037651
p	0.004531645694	0.00822503320224	0.356272131286	0.295950504952	0.144009247358	0.0518516519186	0.0104123564849	0.0115601007289	0.00360286409239	0.00976419602547	0.00152089673362	0.102299363355
u	0.005298735198	0.00896869906741	0.258683943762	0.314534278317	0.177287142453	0.0666203673062	0.0150758938283	0.0161021755763	0.00358244326413	0.0111235982085	0.00156019297787	0.121162551018
l	0.00311340739933	0.0050499404558	0.154955217921	0.332927332772	0.203571427484	0.111162019102	0.0224693559428	0.0156181835254	0.0122701712214	0.00552571193617	0.0216057124593	0.111731540239
i	0.00230493126644	0.00319620695193	0.0878093236403	0.367242777591	0.218904262495	0.128081359701	0.0222128946476	0.0152023058418	0.0148979804871	0.00299847856539	0.0284375931531	0.108711893413
z	0.00189316825548	0.00234139268398	0.0495030072134	0.359773965864	0.222425287498	0.127381726567	0.0210472795492	0.0162836022806	0.014516471909	0.0028681304418	0.018314705051	0.163651274471
z	0.00350421781849	0.00210976306133	0.0357167700711	0.411630185288	0.173086222499	0.117033758856	0.0200255606831	0.0201858990935	0.0148128821363	0.00278084781393	0.0156700242837	0.18344389449
è	0.0041658220395	0.00126902451044	0.0203191900237	0.557556585096	0.183920894166	0.117237506285	0.0155580933944	0.0208056320312	0.0061924899121	0.00118003077131	0.00713338149457	0.06466139183
s	0.0082216794465	0.00157395676015	0.0217119353412	0.487108261699	0.214713654722	0.137990358762	0.0243421947981	0.0354222870104	0.0032967101707	0.00378315509044	0.00905497963152	0.05278087461
