 	avete	cucinato	le	verdure	</S>
i	0.97647737	0.00785850672	0.00018491331	0.00087523915	0.0146040125
m	0.6468426997	0.00884215410667	0.00925576897	0.251227254283	0.0838321918333
a	0.488772412933	0.0635900232356	0.0126986491233	0.334260102638	0.100678843444
r	0.558116214311	0.217958724412	0.00900997750777	0.125062072089	0.089853020648
è	0.426043731437	0.275611994804	0.0572932941693	0.0650140886963	0.176036876883
t	0.275635195479	0.243162061601	0.0760986823898	0.0592608142321	0.345843225628
s	0.132535076826	0.341349420534	0.0651295584633	0.080615394744	0.380370535209
a	0.0850664322753	0.295718545178	0.0903132328211	0.105485464915	0.423416321736
t	0.0475069612584	0.107044612926	0.0989553642737	0.180926731638	0.565566323912
o	0.0363866052528	0.039485748842	0.0792262900912	0.199056543879	0.645844807971
l	0.0301756809976	0.015751453214	0.104837828697	0.31184538796	0.537389622657
a	0.0234187719125	0.00700584547133	0.104897458566	0.35973833932	0.504939540886
l	0.0211683436542	0.00405219277711	0.0627126051887	0.409860873107	0.502205983629
à	0.00790867746807	0.0015042953457	0.0479405510629	0.561453874369	0.38119264121
c	0.00450187995602	0.0011166385819	0.0334756486876	0.583575008123	0.377330870403
h	0.00378880318534	0.0011683846273	0.0249998875625	0.590822869374	0.379220083468
a	0.00491092869511	0.00106220997577	0.00889682372083	0.408450616458	0.576679421156
n	0.0065092343317	0.00290921052526	0.00437246277361	0.216830698819	0.769378383719
a	0.00757668321057	0.00392579107509	0.0028066100412	0.13238273494	0.853308184573
</S>	0.00854453510529	0.00317316738754	0.0016163796956	0.07709507047	0.909570862286
