 	vuole	andare	a	Lecce	</S>
i	0.9656982	0.017768749	0.00350080045	0.00225696245	0.0107752538
t	0.657152053333	0.063255815	0.0576915232167	0.0279987987833	0.193901816267
è	0.555405957778	0.0799784666667	0.0785798577389	0.0360777726491	0.249957965089
l	0.685709829259	0.0864921572222	0.037078298913	0.0289087856044	0.161810964696
i	0.41939265542	0.391169555741	0.0279720303043	0.0294494548681	0.132016296499
n	0.15880645214	0.549439145247	0.0519257444348	0.0285406066227	0.211288023766
a	0.0944455487133	0.527624625082	0.103968604812	0.0304823315409	0.243478873922
p	0.0640961655711	0.441242797027	0.114627518271	0.087175997847	0.292857523974
à	0.0384121691904	0.221307444342	0.31751082609	0.104474059949	0.318295534658
i	0.0332995893968	0.141646072781	0.403968255363	0.198069123983	0.223016978219
L	0.0174782673323	0.0680933728603	0.187083889788	0.303364411328	0.423980049406
u	0.235248761644	0.0742164648868	0.0741339392627	0.194459518109	0.421941328469
p	0.309545591215	0.0816809326289	0.0369182874209	0.180444107036	0.391411104823
p	0.361268684405	0.0740593118763	0.025354139807	0.162972834345	0.376345031608
ì	0.618481881468	0.0901276439588	0.039409794269	0.0694676534483	0.182513007203
u	0.468876178823	0.0624145139863	0.0725906260897	0.0793431444828	0.316775535734
n	0.178873405941	0.0379102966621	0.0733605173632	0.101025200161	0.608830611911
a	0.115877916647	0.056322673554	0.0440175171211	0.081276611387	0.70250530397
</S>	0.138195958324	0.078811724777	0.0311680645605	0.0659790696935	0.685845201985
