 	forse	stanno	ancora	svegli	</S>
f	0.908167835	0.01806617115	0.010290736828	0.004100643165	0.05937459985
ò	0.906410378333	0.0201359603833	0.010428497276	0.00409496800167	0.05893018585
r	0.722490769444	0.120680103461	0.0270332097587	0.00269797274722	0.127097913183
s	0.557864033148	0.257123484487	0.0332926399862	0.00226347500241	0.149456350284
i	0.443122107716	0.451107754829	0.0517922647287	0.00221940445414	0.051758497318
s	0.189823917239	0.55670676161	0.0586025930429	0.00252711221805	0.192339683773
t	0.0809759927463	0.63574716387	0.0416884768143	0.00295926753935	0.238629111591
è	0.0657527132488	0.759649487957	0.0829953712714	0.00599822707978	0.085604150197
o	0.0563536212496	0.543607032652	0.34460183709	0.0129831453599	0.042454326399
n	0.0238202127499	0.241985490884	0.384793929597	0.0134107195533	0.335989622466
e	0.0328561664166	0.116993726961	0.396238277099	0.0213659466178	0.432545880822
a	0.0383075688055	0.067502242987	0.489201409033	0.0962946205393	0.308694166941
n	0.0219141762685	0.0301285639957	0.254044471711	0.106885760246	0.587027045647
k	0.270938835423	0.0730894303319	0.0890972856037	0.037644137482	0.529230327216
ò	0.483076965141	0.270762950111	0.0380006995346	0.0150188098273	0.193140576405
r	0.305904249047	0.31378469337	0.276966857845	0.0140431756091	0.0893010418017
a	0.167144637016	0.195307221123	0.530256782615	0.046190354203	0.0611010082672
a	0.110288143672	0.125160356374	0.371478596205	0.295489631401	0.0975832594224
t	0.039857991824	0.0504767217913	0.140740154995	0.346373089	0.422552053141
s	0.0509740415413	0.0504943375971	0.0572728535917	0.3270779682	0.51418081438
ù	0.0547042189471	0.0508390590657	0.0299770939972	0.6270089894	0.237470648127
n	0.0214349490824	0.0262477318886	0.0142158144657	0.553828986467	0.384272529376
n	0.0876587790275	0.102258422963	0.0118513341552	0.261343572156	0.536887909792
i	0.110922146009	0.130881719654	0.0204149710517	0.375168764052	0.362612396597
t	0.0412053517363	0.0564015264513	0.0201089418039	0.430700091351	0.451584058866
i	0.0531249473121	0.0616756867171	0.0136985247213	0.22707766245	0.644423139622
</S>	0.084397498656	0.0934879733585	0.0168646538606	0.152280874225	0.652968949811
