 	non	ho	cosa	è	da	mangiare	</S>
e	0.522674828	0.0450122792	0.02009072656	0.003752861105	0.002776786365	0.026398467915	0.3792940515
n	0.201545420867	0.139598171733	0.186565196187	0.0483260464683	0.005195447255	0.0284980544383	0.390271677167
è	0.074592716489	0.462513013911	0.233461868729	0.0619192004894	0.004427295085	0.0117939125461	0.151292018922
c	0.0338468702963	0.640006011304	0.141657676243	0.0406868764965	0.00391599556167	0.00917500578203	0.130711579507
h	0.0143914111654	0.535293473768	0.134526848748	0.157049910165	0.0258176280539	0.00883888326068	0.124081817636
o	0.0067158405218	0.356915624589	0.306598212916	0.230014606722	0.048854397018	0.00498103628689	0.0459202443453
t	0.00304272136393	0.146157302863	0.520755370972	0.229867205574	0.046122040006	0.010756752629	0.0432985821151
i	0.00336611857798	0.0556506717543	0.488927813657	0.298408861858	0.0780749566687	0.0207203402097	0.0548512373717
è	0.00356639691266	0.0220437496181	0.309808235219	0.314899027286	0.186146312223	0.118073882737	0.0454624044572
n	0.00141823106422	0.0109887155394	0.195124852406	0.346202872429	0.230371254074	0.166242197579	0.0496518634857
a	0.00192726799474	0.0072978374798	0.154800397469	0.295441824143	0.200172108025	0.270058432526	0.0703021444952
f	0.00210496852158	0.00639302769327	0.0863661024897	0.174327394714	0.188409399342	0.388497227509	0.153901904832
à	0.000836843580527	0.00524442893109	0.0499628273632	0.112401894238	0.154707461114	0.51258674917	0.164259802944
o	0.000476287043509	0.00320123377703	0.0202550759877	0.0569894064127	0.107857088371	0.713163249723	0.0980576623147
</S>	0.000494716771755	0.00306515703851	0.0142657834938	0.0411963767063	0.0865147691855	0.758908124861	0.0955550711574
