 	possono	essere	ancora	svegli	</S>
i	0.99118487	0.0027558918	0.00019147019	0.0002998230935	0.0055680023
s	0.703955703333	0.0883950957333	0.000601407473333	0.0008541277435	0.206193660633
ò	0.594923834444	0.131536468578	0.000727836811111	0.00104118326783	0.271770676111
z	0.698684544815	0.078978299526	0.00689144045704	0.00229189780928	0.213153847937
o	0.509997064938	0.248988373175	0.0438340391523	0.00323477570309	0.193945748179
n	0.275639278313	0.503695924392	0.0505332273841	0.0018499749877	0.168281541593
e	0.146753772771	0.632852741464	0.0573873534614	0.00192187094923	0.161084191298
ì	0.141326860924	0.602977873821	0.10880440782	0.0643247871831	0.0825660245327
n	0.100912480975	0.511292484607	0.102673949273	0.0924713473944	0.192649698178
e	0.053214815325	0.351586441536	0.344985453091	0.0465165614648	0.203696697493
a	0.0384846854417	0.146867478179	0.495635017697	0.0951781011549	0.223834710598
n	0.0201519128139	0.0648676209263	0.251716995766	0.104788996718	0.558474486866
k	0.195847945938	0.132864634175	0.094851235122	0.038418776906	0.538017392289
ò	0.433106995313	0.284050468058	0.048052587374	0.017747939302	0.217041994096
r	0.344609583104	0.280993552686	0.258947204791	0.0151419037673	0.100307754699
a	0.168526799035	0.185475547562	0.55348853493	0.0330152265891	0.059493878233
a	0.0939385486783	0.108430665187	0.43737985831	0.269934998863	0.0903159127443
t	0.0364543708928	0.0478865853957	0.168687031623	0.329740010554	0.417231984248
s	0.0367269159643	0.0400317994652	0.0736189227277	0.333268614451	0.516353728083
ù	0.0375512331214	0.0374770739884	0.0427361256759	0.64202263815	0.240212902694
n	0.0180118565071	0.0192836541628	0.0185429506586	0.566386079383	0.377775430898
n	0.0833721965024	0.0660696567209	0.0140175418862	0.288296376461	0.548244210299
i	0.105356553501	0.0840291155736	0.0199026549621	0.422606342154	0.368105326766
t	0.0406763198337	0.0374296154245	0.0176756027074	0.477408957385	0.426809492255
i	0.0382259339446	0.0437469520415	0.0118918632891	0.260754049128	0.645381190752
</S>	0.0539875969723	0.0671845260207	0.0145587486446	0.183178454564	0.681090670376
