 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
p	0.95179718	0.01044344865	0.0011715629415	0.003595087465	0.0015098349585	0.003919523247	0.014523430726	0.001574342726	0.003462191985	0.0005848276715	0.00741849545
ù	0.949504943333	0.0126707532167	0.00177394771383	0.00375020448833	0.00153470570117	0.00390593858233	0.0145208852787	0.00157788810667	0.00345714775033	0.000584971187167	0.00671858328333
r	0.832891611111	0.0171619944056	0.0144642233046	0.0352835507294	0.00475737008206	0.0100194188274	0.0305578391296	0.0189336397002	0.0128630295054	0.00437627979239	0.0186909852278
u	0.590643717037	0.103201554469	0.0920812084349	0.0873476602431	0.00792151459402	0.0123417459525	0.0360383826565	0.0247931624001	0.0160565922618	0.00566498999413	0.0239094269093
k	0.358271747346	0.156934118156	0.145013582812	0.124681723414	0.0183435417647	0.0272125119942	0.0722044371655	0.0336119109667	0.0159878451806	0.00699702722804	0.0407415208031
a	0.190766788782	0.0998088753853	0.231217994271	0.228459661138	0.0254596679216	0.0324567353981	0.0843296587752	0.0365870859656	0.0159785505402	0.00745469338268	0.0474802798344
s	0.107869049927	0.0489402937951	0.394050444757	0.256542223713	0.0620938049739	0.019848102866	0.0288681348117	0.0177993086319	0.00617321972673	0.00287317673423	0.0549422441781
e	0.0489262979757	0.029401198265	0.415545444919	0.319506171238	0.0810085683246	0.0166182763887	0.0113111442372	0.011839364444	0.00340110950891	0.00157885714474	0.0608635760594
t	0.0312048033252	0.020019241755	0.33328304164	0.400217723746	0.107269819442	0.0224889588962	0.00556332214573	0.0123779083813	0.00265905280297	0.00132312788158	0.0635930120198
o	0.0251788727751	0.0127849779183	0.244946360547	0.472263807915	0.131538003147	0.0261796449654	0.00460047348191	0.0129857450271	0.00286092996766	0.00140825302719	0.0652529633399
r	0.0187761455917	0.0100334660061	0.154609403516	0.495648969305	0.178106617716	0.0391809093218	0.00476263349397	0.0180631285757	0.00343456978922	0.00180571997573	0.0755784771133
ò	0.0147624308639	0.00414324090203	0.0928138518387	0.486116843102	0.217739039239	0.0571363771073	0.0109521016647	0.0237191825252	0.00847502279641	0.00390061112524	0.0802413283711
