 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
n	0.37294653	0.059075737	0.0290986372	0.0058029849	0.007629798	0.015673916	0.00787065775	0.014431908	0.0030340194	0.009997783	0.4744381
d	0.532823583333	0.0677642966667	0.0328063734	0.00990607856667	0.00814680533333	0.00992067366667	0.00634845048333	0.0102136483333	0.00180673496667	0.0040683932	0.316194984
ì	0.705868044444	0.0689910965556	0.0239879838	0.0204876955222	0.00556169287778	0.00784412605556	0.00890667456111	0.00871457577777	0.00304399415556	0.0037187596	0.142875342
s	0.671785011481	0.0622520565185	0.0232006762667	0.0303218311741	0.00542786539259	0.0146002051852	0.0262170748537	0.0286374425926	0.00574136548519	0.00434657963333	0.127469880667
o	0.44356298516	0.211624366506	0.112961323089	0.055412913058	0.00928355913086	0.0134509720451	0.0274681613112	0.0311018672109	0.00467633604506	0.00240250851378	0.0880550189557
n	0.166143331053	0.345259912169	0.19620752103	0.0829683210193	0.012297663377	0.017531115665	0.0101552157304	0.0141596922503	0.00199184903169	0.00129097830726	0.151994448385
t	0.061720385151	0.404857410723	0.225827760343	0.0825290490064	0.013246015459	0.021172196755	0.00463200994347	0.00875903439343	0.00114298565056	0.00099134270242	0.175121856028
a	0.0236574209503	0.465620673574	0.303416593448	0.107384598335	0.0188925284863	0.0103692567183	0.00213343252782	0.00330841588781	0.000544067350187	0.00062825823414	0.064044792076
o	0.0100453595501	0.312962667858	0.449910247816	0.121843662778	0.0563003038288	0.00651658483943	0.00126583534261	0.00147764460927	0.000403971553396	0.000698185178047	0.0385755655253
n	0.00429422938337	0.130126472819	0.413249162605	0.233020454259	0.0685382852763	0.0250275879465	0.00226696350087	0.00817997823642	0.000851694594465	0.00233429815935	0.112110916508
a	0.00237501086112	0.054910362473	0.356770007535	0.352491698086	0.0589194324254	0.0308604831155	0.00285594750029	0.0104319597288	0.00101790775149	0.00288297595312	0.126484265503
d	0.00413627595371	0.0417499621577	0.409397952512	0.296794482695	0.0702207774751	0.0190164405052	0.00767495916676	0.0213202698929	0.00140987863716	0.00368330355104	0.124595728501
e	0.00544265365124	0.0309967367192	0.346917670837	0.330538404232	0.102057892492	0.0192421075017	0.0103065778889	0.025043353531	0.00172602082905	0.00389685808368	0.1238317515
r	0.00353067818375	0.0147302643064	0.242307605612	0.412619918077	0.099013447164	0.0501729308339	0.0071040067963	0.0217865714103	0.00165808559302	0.00443093726123	0.142645579167
f	0.00187424016792	0.0062748026688	0.130276966537	0.527422106026	0.0560860720547	0.077192878278	0.00873820059877	0.0243155324701	0.00192634706434	0.00729641142041	0.158596464389
ò	0.000803646769307	0.00276457824627	0.069727197179	0.604860668675	0.0352980120182	0.103731357426	0.0382541731996	0.0486657148234	0.00876721675478	0.0100568311401	0.0770706161297
m	0.00296899582977	0.00180369693876	0.0343038197263	0.435000862892	0.0176689860061	0.106352450142	0.0879550477332	0.160589418274	0.0223075392516	0.0311551170467	0.0998940753766
m	0.00489060547659	0.00257237741292	0.0260329529088	0.415702594297	0.0142869436687	0.0701595943807	0.115000072578	0.178113053758	0.0280223837505	0.0432379456822	0.101981494459
u	0.00485413035886	0.00352472540431	0.0225770449696	0.386743672766	0.101714962223	0.171365414794	0.120203987526	0.085693516586	0.0255436405835	0.0261023593274	0.0516765528197
o	0.00386521777629	0.0037741653681	0.0164173933232	0.171001176922	0.188427930741	0.338038481598	0.114731769175	0.0616345181953	0.0260209195278	0.0152451732091	0.0608432662732
n	0.00174979263543	0.00250534210603	0.0112048753077	0.0753519983073	0.132112095247	0.380100883866	0.0806655180583	0.113518097732	0.0222103098426	0.0213447707364	0.159236322091
ì	0.000804060278477	0.000976695236343	0.00463790790757	0.0357948375691	0.050471481549	0.322000081289	0.125626261019	0.244827602577	0.0326779086142	0.0199336292455	0.162249518964
c	0.000543467759492	0.000432987036448	0.00227615764086	0.0271474266564	0.0244740933163	0.22736936043	0.190787353673	0.297943584192	0.0514273368714	0.0332884637485	0.144309767921
h	0.000780298006497	0.000315653502149	0.00161695819362	0.0267751455521	0.0218308361054	0.198976610143	0.285997551224	0.212336534731	0.0717365016238	0.0401191995828	0.139514707974
a	0.00115488116883	0.000849399317383	0.00226491104454	0.015754389184	0.0182511820351	0.243433670048	0.336750353741	0.18089159491	0.116009845875	0.0200590015276	0.064580745658
p	0.0133186441229	0.00649018710579	0.00859308574818	0.0209479590613	0.072897960345	0.192749196683	0.21065973458	0.161979758303	0.103007664292	0.0614642071759	0.147891586219
à	0.0168110307536	0.0077000485477	0.00915226332206	0.0191449811404	0.08675766446	0.090871592561	0.114328783527	0.339332379434	0.0784187124307	0.0745287725586	0.16295375574
r	0.0101679819639	0.002860011195	0.00343388771335	0.0075481629668	0.0309782894983	0.0545887988537	0.113821839842	0.466556593145	0.0944877161436	0.0862872376862	0.129269468913
o	0.00929329278797	0.001978221865	0.00280340183778	0.00567751158893	0.0137885354994	0.0487827596179	0.108598023281	0.423910597715	0.117372545381	0.128731565895	0.139063549638
n	0.0163948797293	0.00577411558833	0.00940182734593	0.00605750026298	0.0126725028331	0.044576022206	0.0633039490937	0.380022825905	0.106685685127	0.106705421965	0.248405286546
t	0.0177667596431	0.00654889669611	0.0109872744486	0.00838251335433	0.0111279984777	0.0380475300687	0.0403158510312	0.237464711968	0.098967641709	0.115603823988	0.414787008849
a	0.00683034198103	0.00286007243204	0.0052937482162	0.00936220411811	0.00454998179257	0.0272013660229	0.0267586640104	0.306546067323	0.121774567236	0.166064577996	0.322758379616
d	0.0196475213603	0.00667341051068	0.00936906113873	0.0072240943727	0.00917988303086	0.0222814686743	0.0203484390035	0.333543482441	0.0898465490787	0.163036887665	0.318849169872
e	0.0244757977201	0.00853621227023	0.0113616269129	0.00773288645757	0.0109368595103	0.0247715998914	0.0227387646678	0.322072050814	0.11677462636	0.136007957555	0.314591611957
f	0.00975110734003	0.00422888565674	0.00624706643763	0.00667247248586	0.00488848240343	0.0243789869638	0.0180023515559	0.381490743605	0.142252535453	0.115429072518	0.286658315986
ò	0.00372653693054	0.00176831789865	0.00295400385754	0.00299092187195	0.00205979729904	0.0178333836546	0.0121975085186	0.491335857868	0.137212915151	0.074726751506	0.253194051329
r	0.00151976586071	0.00062685123395	0.00104457105418	0.00148939673398	0.00073346351758	0.00951316075153	0.0203842435062	0.526561095956	0.187596731717	0.093422184502	0.157108576443
e	0.00142114272024	0.000903092699317	0.00164355900806	0.00389591297799	0.00100048059253	0.00885989078384	0.0216260920687	0.332726791985	0.159465051572	0.291232101501	0.177225915481
m	0.0239573411067	0.00606325579977	0.00614470500269	0.007704613326	0.00331258483084	0.00689745046128	0.0103478453562	0.162730197328	0.082372610524	0.4050137805	0.285455658494
a	0.0317648079356	0.00824249159992	0.0085805320009	0.0120583127753	0.00415572581028	0.00830544668709	0.00780890921873	0.0949722091093	0.0512361441747	0.4383763435	0.334499136165
m	0.0231024348785	0.00620503166664	0.0078482220003	0.0123292092584	0.00434426293676	0.00939900656236	0.00740216963958	0.0838010843698	0.0437031763916	0.439219037833	0.362646412055
è	0.0192895145585	0.00441558557955	0.0054531341381	0.00702505368613	0.00363104356559	0.00666888552079	0.00780871411319	0.138616449457	0.0480540487972	0.419677252611	0.339360347352
n	0.0208427321185	0.00230063955052	0.00269765351737	0.00409898649538	0.00176553340853	0.0051250777736	0.00864955337106	0.154725559819	0.0500118375991	0.472652884204	0.277129582451
