 	mia	figlia	vuole	andare	</S>
i	0.86649412	0.0115279365	0.00339844805	0.0026520165	0.11592744
k	0.589066089	0.177061469833	0.05172571855	0.0155730575667	0.166573643333
i	0.245259682	0.504658056611	0.0717188431833	0.0190335433556	0.159329872978
a	0.138522157333	0.704794152204	0.0508625313944	0.0123125032852	0.0935086328593
t	0.0567454026443	0.564785810735	0.233384473798	0.0142586310951	0.130825640953
è	0.0219090623148	0.489078163578	0.361327817933	0.0116286750317	0.116056224984
r	0.0100396715716	0.608514021193	0.294596182644	0.0079047551439	0.0789452929947
a	0.00560435442387	0.615949330398	0.309944357548	0.00701378451463	0.0614881053316
m	0.00656032447462	0.499831833466	0.301873805849	0.0260285228382	0.165705492777
u	0.0106701634915	0.335472927822	0.389840775283	0.0421546019461	0.221861534259
i	0.0101864051638	0.202431477941	0.484694358428	0.137227222315	0.165460504753
t	0.0051072145546	0.091800662647	0.435886929476	0.189346962105	0.277858194918
è	0.0023476832382	0.036588066649	0.474089219825	0.193164528702	0.293810484973
l	0.0012564624994	0.0220146366497	0.460972016608	0.193071890901	0.322684981658
i	0.00404221603313	0.0210582575499	0.272900190203	0.3041502583	0.397849073886
n	0.00536665097771	0.01749013085	0.112617660401	0.4043633761	0.460162191295
a	0.00374239195924	0.0120697492833	0.053316892467	0.517762525367	0.413108468765
p	0.00704105865308	0.0219409677611	0.024664966489	0.580609345122	0.365743714588
à	0.00694965626269	0.0234602548637	0.0168676818297	0.590856008374	0.361866441529
i	0.00255863533256	0.0119153495646	0.0191349946099	0.676225769458	0.290165263843
</S>	0.00162192046628	0.0119390712823	0.024656987305	0.641131834729	0.320650181921
