 	non	li	aspettiamo	più	</S>
e	0.479584775	0.010803254365	0.00370683825	0.0232401475	0.48266501
t	0.205520114667	0.179371446122	0.02602342425	0.0393857978333	0.549699236667
u	0.112941401222	0.492091108707	0.0418883530833	0.0366961239444	0.316383052222
s	0.080133437074	0.479489636236	0.0400207526944	0.0428378173148	0.357518424074
m	0.0355569630247	0.266210202079	0.148537790898	0.167442519105	0.382252568025
è	0.0236778283416	0.255120650693	0.305372703633	0.246023853035	0.169804990675
n	0.0146752866139	0.290374573564	0.381193167878	0.193051181012	0.120705821558
u	0.00723686570463	0.197037997855	0.451924149293	0.246363110337	0.097437882186
m	0.00341396813488	0.0756889479517	0.356469789764	0.292915760112	0.271511519062
e	0.00318537871163	0.0302289857839	0.173653496588	0.450429330037	0.342502818021
p	0.00346488183721	0.0147177923946	0.0965853688627	0.575671546679	0.309560431007
l	0.0022792769124	0.00793755513153	0.0463791452876	0.636398778893	0.307005247002
è	0.0010213504008	0.00286906518384	0.0242562749292	0.814454006298	0.157399305667
o	0.000517096470267	0.00133584410128	0.0124444629097	0.862071435433	0.123631128556
</S>	0.000429330795134	0.00113520290064	0.00899156710485	0.857763567717	0.131680254278
