 	ora	ho	finito	di	scrivere	</S>
à	0.78591733	0.0139669924	0.02110107122	0.0107849401	0.02679148797	0.1414381095
r	0.477770396	0.1368696058	0.0705139490733	0.0138931680333	0.03710189099	0.263850969833
t	0.247009838	0.4270795686	0.0761104180244	0.0102997104778	0.02294228913	0.216558211044
e	0.159630394	0.692837742867	0.0435010323415	0.0174744869593	0.00796963156333	0.078586762948
s	0.0659295523333	0.581795414289	0.0408702311138	0.0209166266531	0.00881746024111	0.281670759149
p	0.0285713339444	0.363601818096	0.200140539371	0.012455284551	0.016688110747	0.378542946383
ì	0.0142427869815	0.439775419365	0.343259713124	0.0149843481837	0.0148754133823	0.172862344794
c	0.0115575431605	0.522876306455	0.257917027708	0.0170750887279	0.0103773675941	0.180196674265
c	0.0138398223868	0.518152002152	0.272558759236	0.0170222359093	0.00765065785137	0.170776531722
e	0.0126011221289	0.367186346051	0.303041099745	0.23331371997	0.00656208593712	0.077295642874
t	0.00847040970963	0.14685837635	0.174881254582	0.33605391999	0.0440636856457	0.289672342958
s	0.00667757856988	0.0619416251167	0.0710277245273	0.402221799997	0.0776882435486	0.380443012319
a	0.00602408038996	0.0314329467056	0.0343943615091	0.625986879999	0.0983674828495	0.203794248773
t	0.00426478872999	0.0150069406685	0.016383431703	0.491378133333	0.143660317616	0.329306376258
s	0.00629004397666	0.0117491969895	0.020250912101	0.310510251111	0.211102745872	0.440096848753
e	0.00648489225889	0.0124493029965	0.025544099367	0.286954093704	0.350032895291	0.318534726251
g	0.00381758301963	0.00974468349883	0.0153198869223	0.214584687901	0.386348251764	0.37018492875
r	0.00655676400654	0.00801552166628	0.0227040801074	0.120164683634	0.446912103921	0.39564688625
à	0.00663375981051	0.00556359378876	0.0275835977025	0.0548045592113	0.62856913464	0.27684537875
t	0.0028765110785	0.00352544822959	0.0163852949008	0.0258562688704	0.51726924488	0.43408726625
s	0.0173300853595	0.00712420797653	0.0185946586336	0.0124471127568	0.37424661496	0.57025733875
i	0.0225790487865	0.0107831304922	0.0263845022112	0.00932034691893	0.42755264832	0.503380329583
</S>	0.0128889563933	0.0108498687461	0.0280476526056	0.00889889095947	0.44972148916	0.489593164792
