 	tutto	il	cibo	vuole	girato	</S>
ò	0.9722047	0.01428053606	0.002992335365	0.001528835707	0.0022154385735	0.0067779985
l	0.699519483333	0.11887779702	0.0935650976217	0.0255547914357	0.0100183417578	0.0524643791667
o	0.355194751111	0.40179613234	0.134447731207	0.0331406427119	0.0111659619266	0.0642546946889
o	0.216022645704	0.570275477447	0.146067405736	0.025313110804	0.00481128664953	0.037510019863
m	0.108038497735	0.371607313816	0.213682671912	0.077202391268	0.0418271858832	0.187641919954
a	0.0667792314117	0.166777027939	0.372812617304	0.113022193756	0.0541578882944	0.226451028985
r	0.0695651278039	0.117382451313	0.567503509101	0.119883894585	0.0206338764315	0.105031111995
ì	0.0437488056013	0.0637540791043	0.560028526367	0.244622658195	0.0158619518105	0.0719839573317
o	0.0180316362538	0.0261517843681	0.417341988789	0.473281346065	0.0162603999368	0.0489328724439
t	0.0114427288046	0.0128964319894	0.245622146263	0.634803032022	0.0180542303123	0.077181454148
è	0.0115294196015	0.00707557289647	0.120265345421	0.736740977341	0.0371610881041	0.087227573716
l	0.00643788918717	0.00290656094882	0.0588338751403	0.727422209114	0.0511866120347	0.153212813572
i	0.00360174621572	0.00265592816627	0.0318699153801	0.585974769705	0.163143895345	0.212753734524
v	0.00388069857191	0.00468747045542	0.0193899397934	0.404601096568	0.267185825115	0.300254991508
o	0.0061376168573	0.00570218631847	0.0131276141645	0.214031575523	0.417187418372	0.343813590503
t	0.0082939786191	0.00543510390616	0.0132878319548	0.138465701841	0.473166262791	0.361351090168
i	0.0059652465397	0.00391641706872	0.0129096468516	0.100796692947	0.506795654264	0.369616300056
m	0.0037182316799	0.00296515788957	0.00763567848387	0.053796766649	0.494022438088	0.437861703352
m	0.00470037272663	0.00263460289652	0.00585131732796	0.041452282883	0.486929366029	0.458432047784
è	0.0175459932422	0.00766203866551	0.00736538927599	0.0384667616277	0.605190888676	0.323768895928
n	0.0261235630807	0.0152413735552	0.0101394197587	0.0411337892092	0.497307262892	0.410054551976
o	0.0162390248602	0.0130851859851	0.0085064410529	0.0303607084031	0.480890137631	0.450918490659
</S>	0.0096261661801	0.00898729169255	0.00747677172645	0.0233088042016	0.548967143816	0.401633825329
