 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.530383397	0.011755278	0.0383057961	0.00138408245	0.00034124614	0.00024004931	0.00372956325	0.413860549
n	0.233545473667	0.04975653	0.0615913133667	0.0112807875167	0.00323477548	0.00709554540333	0.0136983130833	0.619797263
k	0.115606836889	0.379520396667	0.0445445600722	0.0157745469722	0.00405909050667	0.00925737987611	0.0153560818958	0.4158811291
ò	0.0466660952963	0.764495405556	0.0163315078741	0.0185406334574	0.00327451351556	0.00347422460037	0.00535022033327	0.141867394633
r	0.324770995765	0.583523197185	0.0110643715247	0.0209109571525	0.00369497457185	0.00187035923346	0.00207579637109	0.0520893050443
a	0.416474144655	0.499374157728	0.0462390405082	0.0134421820508	0.00284347525728	0.00132621081115	0.00082443284703	0.0194763077148
s	0.141025643852	0.534523975909	0.0810640468361	0.0457366293503	0.0112191777524	0.0125332088704	0.00590028691234	0.167996981938
t	0.057129959184	0.473308418636	0.126007065612	0.0730518087834	0.0171595889175	0.0184021624568	0.00835445907078	0.226586534979
e	0.0294898202947	0.550062156212	0.233907755204	0.0616234089278	0.0170225833058	0.0123019496523	0.00492828412359	0.0906640586597
m	0.0326636223316	0.379321767071	0.388592428401	0.0713162016426	0.0188453897686	0.0106879955508	0.0063714100412	0.0922011488866
a	0.0321872386105	0.308313827357	0.408079039467	0.108863090548	0.0278361139229	0.0137894261836	0.0072689616804	0.0936622716289
r	0.0149867710368	0.269365527119	0.268514363156	0.134363926849	0.0448138253076	0.101194928728	0.0244799528935	0.14228071921
è	0.0104827810123	0.118286243706	0.154427994385	0.178209335616	0.0741928804359	0.243234799576	0.0556576866312	0.165508315403
o	0.0251836573374	0.0682525845687	0.119868771462	0.196121135205	0.105473406812	0.327492203192	0.0689077388771	0.0887005054677
c	0.102764252446	0.0296338173896	0.142013900487	0.136587628402	0.085513045604	0.245069415731	0.0724549762924	0.185962946489
e	0.109271258449	0.0218315423299	0.106916051162	0.306894502801	0.0738211352013	0.113357856577	0.0623181120975	0.205589548163
e	0.0617664554497	0.0197576089433	0.0513187603873	0.3602181476	0.0966707604004	0.221498028859	0.0782524073658	0.110517828721
n	0.0463808094832	0.0087789055811	0.0281923770291	0.153390137533	0.0854725178001	0.382549886286	0.135080152455	0.16015518624
ì	0.0171684077277	0.00437575782703	0.010056325943	0.0972208441777	0.0699235962667	0.443815488762	0.210107890818	0.14733164208
n	0.0123687691426	0.00311791314234	0.003784372701	0.0803069213926	0.0769439717556	0.429242446254	0.300829323606	0.09340624236
e	0.0149641200475	0.00644467338078	0.015349912587	0.0858116971309	0.0755314455852	0.287019984085	0.427236461202	0.0876416917867
p	0.223070399016	0.00881670046026	0.0235311678623	0.0745709680436	0.0534301818617	0.138519783362	0.361650477067	0.116410326596
r	0.289307443539	0.00823476182009	0.0127354431008	0.0421109583479	0.0296898116206	0.0606321627873	0.398013902356	0.159275512199
ò	0.0984025954697	0.0063703779067	0.00458350677827	0.0285337536493	0.0141651845735	0.0278461749291	0.705890600785	0.114207756733
n	0.0426118275799	0.0029782698689	0.00160783613742	0.0114704577498	0.00712108299117	0.021061855643	0.803241033595	0.109907568244
t	0.02997399186	0.0071675065563	0.00064347591914	0.0130624282499	0.00824742209706	0.016649112881	0.773045111198	0.151210922748
o	0.01847832062	0.0108959548521	0.00203128856638	0.0186551460833	0.00732334459902	0.00803250966033	0.781225837066	0.153357637583
</S>	0.01285943931	0.00969015892605	0.00364833578319	0.0181801330417	0.00460714914951	0.00487694888016	0.794219368533	0.151918538791
