 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
e	0.79563093	0.14943662595	0.0056369975	0.001927010572	0.001938954365	0.0008332044875	0.00728819183	0.0032557469405	0.009502830698	0.016778415455	0.007771118
t	0.623655138333	0.05196993205	0.0232978528333	0.00596116383867	0.00593926093167	0.00152370065417	0.00712437349667	0.0047868341405	0.00641163036467	0.00637929542167	0.262950840667
t	0.567747591111	0.0196159814833	0.0281100972778	0.00731945756956	0.00721363953556	0.00176627096672	0.00699511563222	0.0052984742065	0.00537657229072	0.00289971007789	0.347657107866
ù	0.794769547037	0.0465280631944	0.0232986864259	0.00348509061319	0.00325182683685	0.000977722470907	0.00459751867741	0.00192317217183	0.00201805433274	0.00162069619663	0.117529604599
a	0.550750650012	0.119620435731	0.237815333142	0.00522561367106	0.00667959971228	0.00113903385697	0.0213113765591	0.000927610733943	0.00177122924425	0.00271371946554	0.0520454091997
n	0.208911676004	0.10539636391	0.322514197714	0.016710861557	0.0169396682374	0.00371660205232	0.0310677681864	0.00454666197798	0.00486809348142	0.00359907778851	0.281729083067
k	0.383184817001	0.04644607997	0.147127789238	0.0211505448523	0.0161453817791	0.00638219201744	0.0169102885621	0.00618556555933	0.00512845069381	0.00238383147517	0.348955063256
ò	0.443866905667	0.02945892699	0.196319633079	0.128125477617	0.0212768026264	0.0402453236725	0.00819192345403	0.00829747875311	0.00267639983127	0.00086788343739	0.120673193785
r	0.199356443889	0.0959798059967	0.23540858436	0.176159074206	0.0367761492088	0.0683258245575	0.073280213918	0.0213081785844	0.0158682693438	0.00326880531246	0.0742686150617
a	0.106315884963	0.124203583999	0.376738301453	0.112853806402	0.0350942790696	0.0475709581858	0.0957521706393	0.0204589147281	0.0198398646813	0.00425661087082	0.0569156168872
s	0.0426581376543	0.051387159633	0.457823910484	0.113895605467	0.0522748496899	0.0290411187286	0.0529145605464	0.0146179521094	0.0139718737938	0.00253748789027	0.168877317496
t	0.0252128118848	0.0219581651777	0.392786046828	0.121681095156	0.0747828365633	0.0337232512429	0.0858752045155	0.0151669470365	0.0163370035979	0.00431672179676	0.208159899165
è	0.0170884066283	0.0133236890592	0.450370432276	0.184806208385	0.0939196221878	0.052818036081	0.0852764921718	0.0104491966788	0.0121616910326	0.00569663849892	0.0740895727217
o	0.00742349510943	0.0147090723531	0.436076354092	0.221374012795	0.127595844063	0.055810552027	0.0765286013906	0.0074407424596	0.0115374415109	0.00837006806631	0.0331337812406
n	0.00415422470314	0.0138301326477	0.290642759031	0.162288294265	0.119456514688	0.0386403493423	0.0732394641302	0.0091889910532	0.0133370941703	0.0092196760221	0.266002447747
m	0.137642026001	0.0434503250792	0.14442584401	0.109819021422	0.069781169896	0.0552969784474	0.0326815238434	0.0202114670177	0.0103090905901	0.00638361667403	0.369998922582
o	0.184938168334	0.0549744838264	0.153359501337	0.187375040474	0.0833199582987	0.127986516149	0.0184533457478	0.0218968806726	0.00746904956337	0.00398908780468	0.156238007794
l	0.0663192853113	0.0208483313755	0.128382607112	0.204760771491	0.114541982766	0.128975572716	0.0401476575826	0.0225893718909	0.0330678390211	0.00640838584823	0.233958206198
ì	0.0237305697704	0.00827421259183	0.0576080388707	0.14900333183	0.137973977589	0.231113611572	0.0468270051942	0.0317001289636	0.0449576113404	0.00772443364941	0.261087074966
m	0.0290489817235	0.0117127150306	0.0301367641236	0.134701193943	0.121784510863	0.287441207191	0.0341212653981	0.0427085439879	0.0281868494468	0.0132488662498	0.266909121222
o	0.0329053555745	0.0161410293435	0.0197899329412	0.082421999981	0.116023008621	0.308371692397	0.0589680461327	0.0536655393293	0.0296749144823	0.0146738437833	0.267364640674
a	0.0136293611915	0.0127941304478	0.0118691445471	0.047026888327	0.19311719954	0.339051477466	0.144985952044	0.0463903551098	0.0746753221608	0.0154333472944	0.101026817158
n	0.00504822616383	0.0079221034506	0.00718860098237	0.0294279477757	0.172147311847	0.182906641489	0.142486209881	0.0309435127033	0.0809398577203	0.0161234640981	0.324866149053
a	0.00346418838794	0.00571237678487	0.00394186002746	0.0212552825919	0.097762414949	0.289034949496	0.0703430141603	0.0539404819011	0.0535004362401	0.0094667780327	0.391578212351
m	0.00574921569598	0.0108801642616	0.00308513640915	0.013012964864	0.0592937096497	0.320508090499	0.0589055130534	0.0588021968004	0.0467066214134	0.0276979673442	0.39535838345
m	0.049342073232	0.0167000277539	0.00247329373638	0.008167271088	0.0361877065499	0.315945550833	0.0378161600178	0.0709509517668	0.0338902558045	0.0305397974581	0.397986912483
è	0.169387081077	0.0369957122513	0.00314183547879	0.00698602716267	0.03250272985	0.412166780278	0.0232922833393	0.113682527256	0.0385124646015	0.0105427613294	0.152789798828
n	0.312720433692	0.0507951127504	0.00373483252626	0.00783104438756	0.0291495692833	0.317271763426	0.0279825821131	0.119421572419	0.0395986382005	0.0049733804098	0.086521038276
o	0.258119465564	0.0374116482501	0.00376012017542	0.00718795162919	0.0234049240944	0.322451207809	0.053371737371	0.160739217473	0.0798426260668	0.00340146690327	0.050309592692
c	0.107243372855	0.0923380714167	0.00351311012514	0.0057040804764	0.0177294406981	0.278180453936	0.0731028257903	0.146141800824	0.0956969020223	0.0528136529344	0.127536275497
e	0.0569612586183	0.109283543806	0.00393394854171	0.0052468507588	0.013980572566	0.186849022645	0.0990412219301	0.167262385275	0.130570190674	0.0711547203115	0.155716275499
e	0.0254010883894	0.0433938060687	0.0048461877139	0.00451836948627	0.015713726522	0.144613979215	0.16950860731	0.190543275092	0.274036363558	0.0599737761038	0.0674507844997
s	0.0087562695998	0.0165117915296	0.0034331494313	0.00361054522876	0.0208138208407	0.0760343427383	0.144945843437	0.0990544626973	0.243928368853	0.0550672155679	0.327844163833
t	0.00342490681993	0.0069061408832	0.00137489942377	0.00257880280959	0.0166335246136	0.0759189222461	0.0636209511457	0.146851945232	0.178500443951	0.082803292056	0.421386142944
è	0.00150848121998	0.0037278006044	0.000711559141257	0.00184807503653	0.00784363473787	0.0797887664154	0.0474574993819	0.263343355077	0.229582341317	0.175067720685	0.189120749315
o	0.000649883313327	0.0019315630448	0.000856958027086	0.00215767361218	0.00582942811262	0.0537135091385	0.0484790464606	0.242362525026	0.223228520439	0.291912463562	0.128878438105
n	0.000470981271109	0.00140489511493	0.000949794375695	0.00206121663739	0.00494516470421	0.0322910677128	0.0375140174869	0.134382963009	0.170048446813	0.274456151187	0.341475287702
e	0.00146048919704	0.00558449760498	0.00169984835857	0.00297393541246	0.0050097680014	0.0261540905709	0.0281412411623	0.0965537823363	0.138126875604	0.273019753729	0.421275682567
a	0.00173248923235	0.00793804433499	0.00325933581952	0.00434327223749	0.0085021544338	0.0293494581903	0.0499452937208	0.0991333621121	0.256589778535	0.30703206791	0.232174717522
