 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.458536485	0.511805825	0.0129410633	0.0006983229	0.0018116898785	0.000177673488	0.0006087861158	0.0035829988263	0.0098371823
j	0.203477462667	0.463938462667	0.1070723003	0.0138985426	0.00708741231183	0.001754365598	0.000267034839133	0.00575632535963	0.196748115633
i	0.0786161302223	0.473564708556	0.1512346801	0.01853143882	0.00900553652394	0.002292027546	0.000160702523711	0.00649960112988	0.260095206544
n	0.0390594140741	0.668259536185	0.161040060033	0.01529151556	0.00633556359465	0.002456699962	8.1381286237e-05	0.00253391081996	0.104941923515
è	0.024596642358	0.725783535395	0.173967286678	0.0144003979867	0.00539245135488	0.00252390623067	7.6852193079e-05	0.00138638788665	0.0518725517717
k	0.060517822786	0.731755235132	0.112914658893	0.0184087307956	0.0103031079416	0.00311687475356	0.00093386480436	0.00154672057555	0.0605030378572
a	0.068615345762	0.484395268377	0.305960882964	0.0522005795985	0.0183952539805	0.00437031301785	0.00126382714812	0.00144658852852	0.0633519889791
p	0.028087580754	0.255703744459	0.453935717655	0.1114970132	0.0321225889935	0.0235621166726	0.00100240326271	0.00199913431284	0.0920897426864
u	0.0153261681513	0.133454181486	0.540339329218	0.138634091067	0.0373866879978	0.0298163827575	0.00093360064757	0.00224326377095	0.101866338729
l	0.00795260885043	0.0596117148287	0.649485843073	0.135930317022	0.0414615653326	0.0199864981192	0.000940796675857	0.0147638460237	0.0698668024097
i	0.00557804885014	0.0272876816096	0.620648947691	0.189241335674	0.0598069984442	0.0170858647064	0.00120040139195	0.0193874160079	0.0597632715699
z	0.00464393598338	0.0133164945365	0.52546494923	0.228819791891	0.0734092774814	0.0218028229021	0.00150162916398	0.0158431586693	0.11519794629
z	0.00492357869446	0.00834227951217	0.479295039743	0.221277233964	0.106945350494	0.0252310673007	0.00202203915466	0.0161129555564	0.135850485097
è	0.00516226383149	0.00441101860406	0.454554686581	0.282735807988	0.172729796831	0.0145312707669	0.00297664975155	0.0111810918521	0.0517174190323
i	0.00290007549716	0.00243421993469	0.302901665527	0.423626259329	0.208260022277	0.017235301589	0.00531365841718	0.0121612379507	0.0251675193441
o	0.00164617278572	0.00362993227823	0.153910355176	0.415378236443	0.229450224092	0.15509175053	0.00549475397239	0.0146076333169	0.0207909001147
s	0.00121495602857	0.00395900105941	0.0574319520587	0.250252225481	0.239092421364	0.205331654177	0.00305049951413	0.0268689097723	0.212798368372
p	0.00441044444286	0.00211168278647	0.0277067446862	0.176433271827	0.256924760455	0.086582501059	0.0154775651947	0.106514979924	0.323838049457
ì	0.00630825828095	0.00145154965216	0.0184302805621	0.154761680609	0.460057240152	0.042194287353	0.0231413233982	0.125549861308	0.168105537819
t	0.0136267848936	0.00325959460739	0.029343278854	0.176207193536	0.503736866717	0.0307849991177	0.0282188354661	0.0955432851027	0.119279150606
i	0.0172536025312	0.0045451749358	0.0319308452847	0.182104357845	0.451771755572	0.0963033483726	0.033626247822	0.0822392857009	0.100225329869
o	0.0082960364104	0.00461756131193	0.0154332349949	0.107084459948	0.413850861857	0.324948096124	0.0229293699407	0.054215672567	0.0486247142897
à	0.00306582577013	0.00400128517064	0.0078216698983	0.0525940516493	0.275897497286	0.467565605375	0.0255108339802	0.123603867522	0.0399394294299
n	0.00152939702338	0.00246721555688	0.00362240813277	0.0243749123831	0.188190102429	0.357213888458	0.0295037663267	0.198790189174	0.194308166477
t	0.00124195360779	0.00186136025229	0.00302263037759	0.016836684961	0.15018837081	0.221470392819	0.0370292237756	0.244884729725	0.323464665492
r	0.00106856273593	0.00120641117076	0.00488696642586	0.017737251987	0.15822043027	0.144818629273	0.0469836279252	0.276883196575	0.348194931831
e	0.00297022597864	0.00229167891025	0.00694139077529	0.0197747276623	0.11159186009	0.085218274091	0.0532634526417	0.407737495525	0.310210897277
p	0.00751229449288	0.00908261330342	0.0064171074251	0.0208367692208	0.07276272203	0.0983168173637	0.0485263798806	0.442867751842	0.293677542426
o	0.010943462331	0.0117451896345	0.00846188247503	0.0246078504069	0.0707126793433	0.100870617788	0.0616500622935	0.432704143947	0.278304077475
d	0.0103198121103	0.00865476307817	0.00887017645834	0.021587217269	0.0565025154478	0.0607014569293	0.0705495474312	0.505181271316	0.257633185825
è	0.0059471073996	0.00565782157839	0.00389396545278	0.009680118343	0.0251879849493	0.0377153616764	0.0641639991437	0.611290443772	0.236463149942
g	0.0037825441627	0.0025488292118	0.00239160921759	0.004321202901	0.0106694607831	0.0142737835921	0.0607673097146	0.699042317924	0.202202917981
g	0.00600671505423	0.0017141373706	0.00198667918586	0.002614779667	0.0060608629277	0.00654725456403	0.0803089732382	0.689565082641	0.20519550266
h	0.0171031456847	0.00408595662353	0.00206395860862	0.00328946125567	0.00539260764257	0.00464717988801	0.122159244413	0.685654924214	0.15560352422
e	0.0260323672282	0.00711504407451	0.00426755370287	0.00668850408522	0.00976139421419	0.00445944256267	0.099559751471	0.686880661405	0.15523530474
</S>	0.0252845376141	0.00722691483725	0.00573028235144	0.00840193754261	0.0136479761071	0.00339198868133	0.0682275657355	0.717067545702	0.15102125737
