 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.89587555	0.0109115968	0.0102471971	0.001530481795	0.006388202725	0.004081435415	0.00450159685	0.009563026	0.05690092
a	0.62810481	0.280364000267	0.0159438800333	0.00703350413167	0.00929098390833	0.00494866123833	0.00495637688333	0.00670339597667	0.042654419
ì	0.262562804	0.432551530089	0.0379344493444	0.0210875897106	0.0258802463028	0.0140153025128	0.0356647055611	0.0690985016356	0.101204892
s	0.161542815333	0.29312691003	0.0438437024481	0.0352204179035	0.0604969814343	0.0318469605043	0.0501056095204	0.0983060142119	0.225510584
s	0.147865983778	0.448674956677	0.0250184994827	0.0330933023012	0.0655105194781	0.0316675615014	0.0230272641735	0.041815357604	0.183326550833
e	0.0808732790927	0.638557385559	0.0907649358276	0.0353954494337	0.0447435461594	0.0198950978338	0.0113798181912	0.0149031377347	0.0634873854443
r	0.0322623573309	0.46402657852	0.119064671943	0.0578937074779	0.0920584193865	0.0221419916113	0.0134914821971	0.0190569629116	0.180003870815
e	0.0150237724436	0.25169797284	0.201606617314	0.114089149159	0.126876418129	0.0307831512038	0.0176086907324	0.0212444433039	0.221069798272
k	0.0471623423479	0.172210680947	0.279087112438	0.126020506386	0.11022056271	0.0305004674013	0.0242853269108	0.0132921341013	0.197220877424
a	0.0574304437826	0.097548338649	0.238615580813	0.177167948795	0.15026697257	0.0515326804671	0.0294418723036	0.0102331355004	0.187763030808
e	0.0228037530609	0.054386766883	0.191954425604	0.224442239598	0.175243307523	0.0807071301557	0.153809811435	0.0131615686335	0.0834909952693
s	0.010077686287	0.0249009267477	0.093493748068	0.130832644199	0.309813942508	0.0737730290519	0.204390310478	0.0311226665445	0.121595058423
ò	0.00363948162233	0.00908566086923	0.032495479456	0.0818845423997	0.490738327503	0.115961448684	0.110013903493	0.0356179571815	0.120563201474
z	0.00425329426744	0.00587006862308	0.021420385052	0.0865745407999	0.535604812501	0.131462117895	0.067211435831	0.0319785180605	0.115624822491
i	0.00591893348915	0.00715307504103	0.0208869153507	0.0771977822666	0.4436132275	0.194923137632	0.114698769944	0.0252620988202	0.11034606183
k	0.0374779158964	0.0152361600137	0.0243133861169	0.0645981704222	0.2993027525	0.227446659211	0.174167806648	0.0260001924067	0.13145694161
à	0.0468846708321	0.0161246505379	0.0215772982056	0.0424205768074	0.255382114167	0.247750999737	0.172307978883	0.0440266808022	0.153525001537
i	0.017160300944	0.0089544701793	0.00824194876853	0.0216428096025	0.185638563056	0.262021366579	0.352506126294	0.0565674386007	0.087266950179
o	0.00737823421467	0.0073653813931	0.00435429402284	0.0108519238008	0.082616355352	0.131691371526	0.625986808765	0.0627146945336	0.067040895393
b	0.0239593435049	0.0127862836644	0.00603626857428	0.00742495786693	0.0763726144507	0.0653747951753	0.565277826255	0.0603523815112	0.182415505131
à	0.0296831977683	0.0133310351881	0.00592390124143	0.00608103122231	0.0992812948169	0.0522296070584	0.297238618752	0.21936895717	0.276862365044
g	0.0157861403561	0.00939496002937	0.00324071556381	0.0038739110741	0.066842571939	0.0404359233528	0.193705479584	0.337617519057	0.329102795015
n	0.0111637819854	0.00773275482979	0.00228234693127	0.0025857158247	0.0306693156463	0.0282625654509	0.134771971195	0.436580749686	0.345950821672
o	0.0114480440285	0.00547859342993	0.00193119995376	0.0020386646749	0.0184136697154	0.020096599817	0.052448162265	0.616541883229	0.271603203891
</S>	0.0160681360143	0.00675812271496	0.00267882797688	0.00242952283745	0.0156905196077	0.0136520819085	0.0291373019325	0.653401941615	0.260183561946
