 	ho	rotto	una	bottiglia	</S>
è	0.828566975	0.00301325656	0.00686114211	0.0386386504	0.12292002975
g	0.504083168333	0.03760678652	0.0112604117033	0.183951433467	0.263098216583
l	0.258206382778	0.28087480884	0.0138893832344	0.212734284156	0.234295098194
a	0.177861720259	0.588666942947	0.0736333270781	0.0762840348053	0.0835539007313
s	0.0665961778863	0.720135434316	0.101763591026	0.0303357243551	0.0811690255771
a	0.0266190294288	0.750887701439	0.122037089009	0.016314212785	0.084141971859
m	0.0112868563929	0.522515383813	0.173371513003	0.139255466595	0.153570797286
i	0.00865936904763	0.372333287938	0.256952154334	0.180423968865	0.181631214095
a	0.00766804914254	0.302580412146	0.505348471445	0.0735528206217	0.110850239698
b	0.00284625204085	0.108330069215	0.485946988815	0.240370534541	0.162506136566
u	0.00664538954695	0.0705775587383	0.428487881272	0.305592851514	0.188696332189
t	0.00856439964898	0.0589763469128	0.420869780424	0.156898607171	0.354690887396
t	0.00458568494966	0.0329981486376	0.354072140141	0.208335795724	0.400008199132
ì	0.00307177414989	0.0294515085459	0.398739706714	0.298092955241	0.270644036377
g	0.00314835351663	0.038330544182	0.302366012238	0.404711811747	0.251443295459
l	0.00499608363888	0.0356927160607	0.180997327413	0.505790617249	0.272523258486
i	0.0135622317796	0.0393034466869	0.126457104471	0.435688589083	0.384988606162
a	0.0141754822265	0.041203778229	0.10089687349	0.304053879694	0.539669978721
</S>	0.00741809306325	0.0273564111145	0.080977671745	0.247452689847	0.636795139361
